REGION,YEAR,SPECIES_CD,SPECIES_NAME,avMort,Var,SE,CV_perc,n_sites,n_strat,ngrtot,MORT_TYPE
SEFCRI,2020,AGA LAMA,Agaricia lamarcki,3.7592364532019706,0,0,0,3,3,9744,Recent
SEFCRI,2020,COL NATA,Colpophyllia natans,0,4.357119782910942e-11,6.600848265875335e-6,Inf,6,5,43760,Recent
SEFCRI,2020,DIC STOK,Dichocoenia stokesii,0,4.276287644242988e-11,6.539333027337718e-6,Inf,6,4,36066,Recent
SEFCRI,2020,DIP LABY,Diploria labyrinthiformis,0,1.5323124646118718e-11,3.914476292701071e-6,Inf,7,6,73791,Recent
SEFCRI,2020,EUS FAST,Eusmilia fastigiata,0.22582368983563056,0.050996338989463645,0.22582369005368688,100.00000009656043,10,5,13567,Recent
SEFCRI,2020,MAD DECA,Madracis decactis,0,1.3889835995544031e-10,1.1785514836248789e-5,Inf,14,7,28532,Recent
SEFCRI,2020,MAN AREO,Manicina areolata,0,0,0,NA,1,1,2528,Recent
SEFCRI,2020,MEA MEAN,Meandrina meandrites,0.19377263260596284,0.037547834304583735,0.19377263559280947,100.00000154141819,37,8,53297,Recent
SEFCRI,2020,MON CAVE,Montastraea cavernosa,1.7748339471881127,2.08531372347739,1.4440615372889725,81.36319116370372,112,12,87548,Recent
SEFCRI,2020,MUS ANGU,Mussa angulosa,0,0,0,NA,1,1,1764,Recent
SEFCRI,2020,MYC FERO,Mycetophyllia ferox,0,5e-9,7.071067811865475e-5,Inf,2,1,8262,Recent
SEFCRI,2020,MYC LAMA,Mycetophyllia lamarckiana,0,5e-9,7.071067811865475e-5,Inf,2,1,8262,Recent
SEFCRI,2020,ORB ANNU,Orbicella annularis,0,0,0,NA,3,3,17024,Recent
SEFCRI,2020,ORB FAVE,Orbicella faveolata,0.19757209599039346,4.868664833921512e-4,0.022065051175833496,11.168100973584025,19,8,53297,Recent
SEFCRI,2020,ORB FRAN,Orbicella franksi,0,0,0,NA,2,2,29442,Recent
SEFCRI,2020,POR ASTR,Porites astreoides,0.4719328078918895,0.02249395188115321,0.14997983824885666,31.779913525997983,123,12,87548,Recent
SEFCRI,2020,POR DIVA,Porites divaricata,1.2936863821119013,0.08549473712147379,0.2923948308733822,22.601678035449137,11,4,35291,Recent
SEFCRI,2020,POR PORI,Porites porites,0.7049607888750782,0.08852932435279548,0.29753877789759686,42.20642943452021,57,9,54073,Recent
SEFCRI,2020,PSE CLIV,Pseudodiploria clivosa,4.129686197165031,12.502326295852438,3.5358628785421584,85.62061884918705,6,3,31182,Recent
SEFCRI,2020,PSE STRI,Pseudodiploria strigosa,0,2.1716976119321523e-11,4.660147649948607e-6,Inf,12,7,47468,Recent
SEFCRI,2020,SCO SPE.,Scolymia spp,0,2.0386325770137563e-9,4.5151218998093025e-5,Inf,3,2,12939,Recent
SEFCRI,2020,SID RADI,Siderastrea radians,1.176630070293878,0.3235223798536943,0.5687902775660765,48.34062055068966,86,13,89155,Recent
SEFCRI,2020,SID SIDE,Siderastrea siderea,1.381562864794772,0.7878256321737322,0.8875954214470309,64.24574980009187,156,13,89155,Recent
SEFCRI,2020,SOL BOUR,Solenastrea bournoni,0.12205529585434861,0.003161106649385586,0.05622371963313692,46.06413776607447,34,9,76856,Recent
SEFCRI,2020,SOL HYAD,Solenastrea hyades,0.43030593792670774,2.0882103820947904e-9,4.569694062073292e-5,0.010619639794168096,5,2,27097,Recent
