REGION,YEAR,ANALYSIS_STRATUM,STRAT,RUG_CD,PROT,n,avmort,Var,SE,CV_perc,MORT_TYPE
SEFCRI,2010,INNR0 / PROT = 0,INNR0,0,0,7,12.588010204081632,14.808717275884273,3.848209619535333,30.570436130466117,Old
SEFCRI,2010,INNR1 / PROT = 0,INNR1,1,0,2,11.666666666666668,29.34027777777779,5.416666666666668,46.42857142857144,Old
FLK,2010,INPR / PROT = 0,INPR,NA,0,15,11.891745107873188,10.087456388743407,3.1760756270503707,26.708238347184054,Old
FLK,2010,INPR / PROT = 1,INPR,NA,1,2,9.615131578947368,0.3783868594182822,0.6151315789473681,6.3975367772836105,Old
FLK,2010,MCPR / PROT = 0,MCPR,NA,0,42,12.174088193866945,1.4013357549346048,1.1837802815280396,9.72376955610034,Old
FLK,2010,MCPR / PROT = 1,MCPR,NA,1,9,1.6876584225421434,1.3209844613463608,1.149340881264719,68.10269577735113,Old
SEFCRI,2010,MIDR0 / PROT = 0,MIDR0,0,0,10,9.641338522588523,3.980048445033421,1.9950058759395726,20.692208569022945,Old
SEFCRI,2010,MIDR1 / PROT = 0,MIDR1,1,0,6,11.347582972582972,4.350382334216209,2.085757017060283,18.380628034178777,Old
SEFCRI,2010,NEAR0 / PROT = 0,NEAR0,0,0,27,12.976376807953605,3.775194003404358,1.942985847453439,14.973253907535463,Old
SEFCRI,2010,NEAR1 / PROT = 0,NEAR1,1,0,10,14.25192879750601,19.817907571144957,4.451730851157217,31.2359885767619,Old
SEFCRI,2010,OFFR0 / PROT = 0,OFFR0,0,0,6,7.050944425944426,2.982804279029466,1.7270796967799331,24.49430306704768,Old
SEFCRI,2010,OFFR1 / PROT = 0,OFFR1,1,0,14,15.316618189030958,2.509625011292324,1.584179601968263,10.342881061713596,Old
FLK,2010,OFPR / PROT = 0,OFPR,NA,0,33,7.759358260139278,0.778029234768632,0.8820596548809111,11.36768821994151,Old
FLK,2010,OFPR / PROT = 1,OFPR,NA,1,1,6.263736263736263,NA,NA,NA,Old
Tortugas,2011,CONT_LR / PROT = 2,CONT_LR,NA,2,2,10.928030303030303,13.36124024334251,3.6553030303030294,33.44887348353552,Old
SEFCRI,2011,DPRC0 / PROT = 0,DPRC0,0,0,2,32.214285714285715,2.938775510204085,1.7142857142857153,5.321507760532153,Old
FLK,2011,FMLR / PROT = 0,FMLR,NA,0,48,7.8838391141312485,0.5011870106969145,0.7079456269353703,8.979706671923653,Old
FLK,2011,FMLR / PROT = 1,FMLR,NA,1,4,6.955043859649122,8.190617545783319,2.8619254961971525,41.14892089755326,Old
FLK,2011,FSLR / PROT = 0,FSLR,NA,0,21,5.751403587105433,1.315361055396379,1.1468919109473128,19.94107861807209,Old
FLK,2011,HRRF / PROT = 0,HRRF,NA,0,11,7.483491744232845,3.1929533388044007,1.786883694817433,23.877673095510467,Old
FLK,2011,HRRF / PROT = 1,HRRF,NA,1,15,5.457705234494,1.7714400880649395,1.3309545777617429,24.386706877274943,Old
SEFCRI,2011,INNR0 / PROT = 0,INNR0,0,0,5,11.952777777777778,10.915771604938271,3.3039024811483575,27.641294288017864,Old
SEFCRI,2011,INNR1 / PROT = 0,INNR1,1,0,2,12.995535714285715,6.227698501275511,2.4955357142857144,19.203023016145654,Old
FLK,2011,INPR / PROT = 0,INPR,NA,0,9,8.805333533375762,7.52004164132527,2.7422694326643526,31.14327722249301,Old
FLK,2011,INPR / PROT = 1,INPR,NA,1,2,28.270833333333332,34.76085069444443,5.895833333333332,20.854826823876195,Old
