REGION,YEAR,ANALYSIS_STRATUM,STRAT,RUG_CD,PROT,n,avmort,Var,SE,CV_perc,MORT_TYPE
FLK,2005,FDLR / PROT = 0,FDLR,NA,0,3,0.4700015377911902,0.09584200705343644,0.30958360268825036,65.86863612046106,Recent
FLK,2005,FMLR / PROT = 0,FMLR,NA,0,62,0.9711751098465926,0.06878083867639379,0.26226101249784306,27.004503084852534,Recent
FLK,2005,FMLR / PROT = 1,FMLR,NA,1,8,1.2388453038432439,0.6193671106153344,0.7869987996276325,63.5268017068913,Recent
FLK,2005,FSLR / PROT = 0,FSLR,NA,0,15,0.5436524068425975,0.022524439209501524,0.15008144192238268,27.60613951734705,Recent
FLK,2005,FSLR / PROT = 1,FSLR,NA,1,8,1.1520950844685849,0.2799781061235026,0.5291295740397645,45.927595835879345,Recent
FLK,2005,HRRF / PROT = 0,HRRF,NA,0,44,0.7988110962136159,0.015047520234213952,0.12266833427667448,15.356363332723516,Recent
FLK,2005,HRRF / PROT = 1,HRRF,NA,1,25,0.7536205859181225,0.01648236455523781,0.12838366155877395,17.035583151217455,Recent
SEFCRI,2005,INNR0 / PROT = 0,INNR0,0,0,3,0.3915343915343915,0.06864309509812154,0.2619982730823269,66.91577515210783,Recent
SEFCRI,2005,INNR1 / PROT = 0,INNR1,1,0,3,0.6950462962962963,0.03700717806927298,0.19237249821446145,27.67765244409756,Recent
FLK,2005,INPR / PROT = 0,INPR,NA,0,4,0.6018723335704418,0.05188656876827303,0.22778623480858765,37.8462710617231,Recent
FLK,2005,MCPR / PROT = 0,MCPR,NA,0,41,0.6991899923669395,0.023472221048807092,0.1532064654275631,21.911993463882325,Recent
FLK,2005,MCPR / PROT = 1,MCPR,NA,1,15,0.7879718668855149,0.04829369345389235,0.21975826140077728,27.88909993314598,Recent
SEFCRI,2005,MIDR0 / PROT = 0,MIDR0,0,0,3,2.5488581466842333,4.23950467083236,2.059005748129995,80.78149624797759,Recent
SEFCRI,2005,MIDR1 / PROT = 0,MIDR1,1,0,2,1.6838768115942029,0.0954048847406007,0.3088768115942029,18.34319526627219,Recent
SEFCRI,2005,NEAR0 / PROT = 0,NEAR0,0,0,8,0.5528143274853801,0.13525593631221083,0.36777158170828106,66.52714363992443,Recent
SEFCRI,2005,NEAR1 / PROT = 0,NEAR1,1,0,3,0.034722222222222224,0.0012056327160493826,0.034722222222222224,100,Recent
SEFCRI,2005,OFFR1 / PROT = 0,OFFR1,1,0,8,0.484375,0.187744140625,0.433294519495689,89.45435241201321,Recent
FLK,2005,OFPR / PROT = 0,OFPR,NA,0,28,0.6165146459845218,0.013157462547955518,0.11470598305212992,18.605556867015572,Recent
FLK,2005,OFPR / PROT = 1,OFPR,NA,1,5,0.51803893366439,0.010106037741798636,0.10052879061143945,19.405643877061703,Recent
Tortugas,2006,CONT_HR / PROT = 0,CONT_HR,NA,0,5,0.8842757936507937,0.06562580555949231,0.2561753414352996,28.970072829615972,Recent
Tortugas,2006,CONT_HR / PROT = 1,CONT_HR,NA,1,12,1.0122516891635753,0.04204748807410849,0.20505484162562096,20.257298043637544,Recent
Tortugas,2006,CONT_HR / PROT = 2,CONT_HR,NA,2,8,1.2560536390234374,0.08662086485162863,0.2943142280822126,23.431660793645516,Recent
Tortugas,2006,CONT_LR / PROT = 0,CONT_LR,NA,0,4,0.4916666666666667,0.1917361111111111,0.4378768218473217,89.05969257911627,Recent
Tortugas,2006,CONT_LR / PROT = 1,CONT_LR,NA,1,1,1.2142857142857142,NA,NA,NA,Recent
Tortugas,2006,CONT_LR / PROT = 2,CONT_LR,NA,2,22,1.5768684359733791,0.5207587966912998,0.7216361941389163,45.76388097295259,Recent
Tortugas,2006,CONT_MR / PROT = 2,CONT_MR,NA,2,14,2.822015866341987,1.037856921971713,1.0187526304121688,36.10017372909805,Recent
FLK,2006,FMLR / PROT = 0,FMLR,NA,0,34,0.5036406884621171,0.016079352509045547,0.1268043867894386,25.17755012539591,Recent
FLK,2006,FMLR / PROT = 1,FMLR,NA,1,5,1.7407738095238094,1.1705464321145125,1.0819179414884073,62.151552118328745,Recent
FLK,2006,FSLR / PROT = 0,FSLR,NA,0,13,0.34654832347140035,0.10186760111885282,0.3191670426576855,92.09885636166565,Recent
FLK,2006,FSLR / PROT = 1,FSLR,NA,1,2,0,5e-9,7.071067811865475e-5,Inf,Recent
FLK,2006,HRRF / PROT = 0,HRRF,NA,0,2,3.3697478991596643,6.187133677000213,2.4873949579831938,73.81546134663341,Recent
FLK,2006,HRRF / PROT = 1,HRRF,NA,1,8,0.004166666666666668,1.7361111111111118e-5,0.0041666666666666675,99.99999999999997,Recent
SEFCRI,2006,INNR0 / PROT = 0,INNR0,0,0,4,0.35416666666666663,0.09071180555555557,0.30118400614168667,85.04018996941743,Recent
SEFCRI,2006,INNR1 / PROT = 0,INNR1,1,0,1,1.9708994708994712,NA,NA,NA,Recent
FLK,2006,INPR / PROT = 0,INPR,NA,0,10,0.36212414056531705,0.05977994614681067,0.24449937862254512,67.51811084476547,Recent
FLK,2006,INPR / PROT = 1,INPR,NA,1,1,0,NA,NA,NA,Recent
Tortugas,2006,ISOL_HR / PROT = 1,ISOL_HR,NA,1,4,1.0633631919503566,0.39100169817461444,0.6253012859211265,58.80411233477404,Recent
Tortugas,2006,ISOL_HR / PROT = 2,ISOL_HR,NA,2,8,0.5217664097665685,0.04988692314023822,0.22335380708695837,42.807241498524974,Recent
Tortugas,2006,ISOL_MR / PROT = 2,ISOL_MR,NA,2,2,0.7720588235294118,0.22842776816608992,0.4779411764705882,61.9047619047619,Recent
FLK,2006,MCPR / PROT = 0,MCPR,NA,0,24,0.4841711233368002,0.04068888382824753,0.20171485772805017,41.66189349291962,Recent
FLK,2006,MCPR / PROT = 1,MCPR,NA,1,9,1.1799529164224505,0.5645348639244159,0.7513553512981829,63.67672309978683,Recent
SEFCRI,2006,MIDR0 / PROT = 0,MIDR0,0,0,8,0.9084171037296037,0.16120836396501897,0.4015076138319409,44.19859689822091,Recent
SEFCRI,2006,MIDR1 / PROT = 0,MIDR1,1,0,2,0.9575716403162055,0.6421163712390542,0.8013216403162055,83.6826830054821,Recent
SEFCRI,2006,NEAR0 / PROT = 0,NEAR0,0,0,14,1.3646561771561774,0.4097501114803011,0.6401172638511643,46.90685277115823,Recent
SEFCRI,2006,NEAR1 / PROT = 0,NEAR1,1,0,7,2.677437641723356,0.569281510790257,0.7545074623820874,28.180206725428796,Recent
SEFCRI,2006,OFFR0 / PROT = 0,OFFR0,0,0,3,1.5,2.25,1.5,100,Recent
SEFCRI,2006,OFFR1 / PROT = 0,OFFR1,1,0,6,1.1589105339105337,1.0499639574991304,1.02467748950542,88.4173074212926,Recent
FLK,2006,OFPR / PROT = 0,OFPR,NA,0,10,0.6958786790694685,0.11500370978906835,0.3391219688977232,48.73291553510424,Recent
Tortugas,2006,SPGR_HR / PROT = 2,SPGR_HR,NA,2,2,0.36161524500907427,0.007353607201557303,0.08575317604355714,23.71392722710163,Recent
Tortugas,2007,CONT_LR / PROT = 1,CONT_LR,NA,1,1,0.2727272727272728,NA,NA,NA,Recent
Tortugas,2007,CONT_LR / PROT = 2,CONT_LR,NA,2,8,0.5401484204793028,0.06833327966357354,0.2614063497001814,48.39528170205912,Recent
Tortugas,2007,CONT_MR / PROT = 2,CONT_MR,NA,2,1,0.8225108225108225,NA,NA,NA,Recent
FLK,2007,FMLR / PROT = 0,FMLR,NA,0,14,0.7822413420496404,0.17488468416332062,0.41819216176695684,53.46075939571329,Recent
FLK,2007,FMLR / PROT = 1,FMLR,NA,1,4,0.09851421188630491,0.004321759676568584,0.06574009185092902,66.73158176081189,Recent
FLK,2007,FSLR / PROT = 0,FSLR,NA,0,9,0.5211873079421616,0.06826171123903697,0.2612694227020012,50.1296594757053,Recent
FLK,2007,FSLR / PROT = 1,FSLR,NA,1,1,0.7692307692307693,NA,NA,NA,Recent
FLK,2007,HRRF / PROT = 0,HRRF,NA,0,2,0,5e-9,7.071067811865475e-5,Inf,Recent
FLK,2007,HRRF / PROT = 1,HRRF,NA,1,19,1.3305046338989714,0.2378872917101742,0.4877369082919338,36.65803905264481,Recent
SEFCRI,2007,INNR0 / PROT = 0,INNR0,0,0,3,2.668876262626263,0.8189758419102642,0.9049728404268629,33.908385079506814,Recent
SEFCRI,2007,INNR1 / PROT = 0,INNR1,1,0,2,2.831730769230769,3.3552376109467454,1.8317307692307692,64.68590831918506,Recent
FLK,2007,INPR / PROT = 0,INPR,NA,0,5,0.14369484316852738,0.007869101095173452,0.08870795395664051,61.73356816472707,Recent
FLK,2007,INPR / PROT = 1,INPR,NA,1,1,0.22727272727272732,NA,NA,NA,Recent
Tortugas,2007,ISOL_HR / PROT = 1,ISOL_HR,NA,1,1,1.3257575757575757,NA,NA,NA,Recent
Tortugas,2007,ISOL_MR / PROT = 2,ISOL_MR,NA,2,1,0,NA,NA,NA,Recent
FLK,2007,MCPR / PROT = 0,MCPR,NA,0,18,0.316801615979466,0.057462307492725184,0.23971296897065286,75.66658655749731,Recent
FLK,2007,MCPR / PROT = 1,MCPR,NA,1,5,0.8553658076229896,0.07990681955925152,0.2826779431778354,33.04760848032732,Recent
SEFCRI,2007,MIDR0 / PROT = 0,MIDR0,0,0,3,4.203703703703704,8.967421124828531,2.9945652647468766,71.23635431556445,Recent
SEFCRI,2007,MIDR1 / PROT = 0,MIDR1,1,0,2,0.5494505494505495,0.02717063156623597,0.16483516483516486,30.000000000000004,Recent
SEFCRI,2007,NEAR0 / PROT = 0,NEAR0,0,0,13,1.817806659152813,1.6559244811911464,1.286827292681946,70.79010774895448,Recent
SEFCRI,2007,NEAR1 / PROT = 0,NEAR1,1,0,1,0,NA,NA,NA,Recent
SEFCRI,2007,OFFR0 / PROT = 0,OFFR0,0,0,3,1.8849206349206349,1.3373173343411435,1.1564243746744287,61.351356298517054,Recent
SEFCRI,2007,OFFR1 / PROT = 0,OFFR1,1,0,7,1.360479797979798,0.46953202433789565,0.685224068708839,50.36635382064042,Recent
FLK,2007,OFPR / PROT = 0,OFPR,NA,0,8,0.9394857804232805,0.2293967932493534,0.47895385294342646,50.98042598661113,Recent
FLK,2007,OFPR / PROT = 1,OFPR,NA,1,2,1.4166666666666665,2.006944444444444,1.4166666666666665,100,Recent
Tortugas,2007,SPGR_LR / PROT = 2,SPGR_LR,NA,2,1,0,NA,NA,NA,Recent
FLK,2008,FMLR / PROT = 0,FMLR,NA,0,52,0.4048124359631558,0.018403845753605683,0.135660774557739,33.512007662256266,Recent
FLK,2008,FMLR / PROT = 1,FMLR,NA,1,4,0.3566477820636451,0.04247986954313279,0.20610645196871638,57.78991552285496,Recent
FLK,2008,FSLR / PROT = 0,FSLR,NA,0,13,1.4930726324957093,0.29479142829619087,0.5429469847933506,36.36440538634753,Recent
