SURVEY,REGION,YEAR,SUB_REGION_NAME,PRIMARY_SAMPLE_UNIT,LAT_DEGREES,LON_DEGREES,STRAT,HABITAT_CD,PROT,SPECIES_CD,Total_dis,Total_ble,Total_col,DIS_PREV,BLE_PREV
NCRMP,SEFCRI,2016,Deerfield,3174,26.3006,-80.0601,OFFR1,SPGR,0,STE INTE,1,0,1,100,0
NCRMP,SEFCRI,2016,Deerfield,3175,26.3775,-80.0530,OFFR0,APRD,0,SID RADI,0,1,1,0,100
NCRMP,SEFCRI,2016,Deerfield,3175,26.3775,-80.0530,OFFR0,APRD,0,STE INTE,0,1,1,0,100
NCRMP,SEFCRI,2016,Deerfield,3178,26.2823,-80.0611,OFFR1,SPGR,0,MAD DECA,0,0,3,0,0
NCRMP,SEFCRI,2016,Deerfield,3178,26.2823,-80.0611,OFFR1,SPGR,0,MAD SENA,0,0,2,0,0
NCRMP,SEFCRI,2016,Deerfield,3178,26.2823,-80.0611,OFFR1,SPGR,0,MEA JACK,0,0,1,0,0
NCRMP,SEFCRI,2016,Deerfield,3178,26.2823,-80.0611,OFFR1,SPGR,0,MON CAVE,1,0,4,25,0
NCRMP,SEFCRI,2016,Deerfield,3178,26.2823,-80.0611,OFFR1,SPGR,0,POR ASTR,0,0,1,0,0
NCRMP,SEFCRI,2016,Deerfield,3178,26.2823,-80.0611,OFFR1,SPGR,0,SID SIDE,1,0,3,33.3,0
NCRMP,SEFCRI,2016,Deerfield,3178,26.2823,-80.0611,OFFR1,SPGR,0,STE INTE,1,0,7,14.3,0
NCRMP,SEFCRI,2016,Martin,3214,26.9954,-80.0648,DPRC0,DPRC,0,SID SIDE,0,0,4,0,0
NCRMP,SEFCRI,2016,Martin,3265,27.1258,-80.1342,NEAR0,RGSH,0,PSE CLIV,0,0,1,0,0
NCRMP,SEFCRI,2016,Martin,3265,27.1258,-80.1342,NEAR0,RGSH,0,SID SIDE,0,0,8,0,0
NCRMP,SEFCRI,2016,Martin,3265,27.1258,-80.1342,NEAR0,RGSH,0,SOL BOUR,1,0,1,100,0
NCRMP,SEFCRI,2016,Martin,3266,27.1163,-80.1289,NEAR0,CPSH,0,SID RADI,0,0,1,0,0
NCRMP,SEFCRI,2016,Martin,3266,27.1163,-80.1289,NEAR0,CPSH,0,SID SIDE,0,0,1,0,0
NCRMP,SEFCRI,2016,Martin,3270,27.1071,-80.1235,NEAR0,RGSH,0,SID RADI,0,1,2,0,50
NCRMP,SEFCRI,2016,Martin,3279,27.1403,-80.0719,DPRC0,RGDP,0,SID SIDE,1,1,2,50,50
NCRMP,SEFCRI,2016,Martin,3285,26.9954,-80.0648,DPRC0,RGDP,0,SID RADI,0,2,2,0,100
NCRMP,SEFCRI,2016,Martin,3286,27.0908,-80.0424,DPRC0,RGDP,0,OCU DIFF,0,0,1,0,0
NCRMP,SEFCRI,2016,Martin,3286,27.0908,-80.0424,DPRC0,RGDP,0,SID SIDE,1,2,9,11.1,22.2
NCRMP,SEFCRI,2016,Martin,3288,27.0662,-80.0439,DPRC0,RGDP,0,SID SIDE,0,3,3,0,100
NCRMP,SEFCRI,2016,Martin,3289,27.0563,-80.0339,DPRC1,RGDP,0,OCU DIFF,0,1,2,0,50
NCRMP,SEFCRI,2016,Martin,3289,27.0563,-80.0339,DPRC1,RGDP,0,SID SIDE,0,0,1,0,0
NCRMP,SEFCRI,2016,North Palm Beach,3212,26.7400,-80.0341,NEAR0,RGSH,0,SID SIDE,0,0,2,0,0
NCRMP,SEFCRI,2016,North Palm Beach,3217,26.9876,-80.0108,DPRC0,DPRC,0,SID RADI,0,2,2,0,100
NCRMP,SEFCRI,2016,North Palm Beach,3217,26.9876,-80.0108,DPRC0,DPRC,0,SID SIDE,0,1,1,0,100
NCRMP,SEFCRI,2016,North Palm Beach,3222,26.9617,-80.0025,DPRC0,DPRC,0,SID SIDE,0,0,1,0,0
NCRMP,SEFCRI,2016,North Palm Beach,3226,26.9401,-80.0101,DPRC0,DPRC,0,DIC STOK,0,0,1,0,0
NCRMP,SEFCRI,2016,North Palm Beach,3226,26.9401,-80.0101,DPRC0,DPRC,0,SID RADI,0,1,4,0,25
NCRMP,SEFCRI,2016,North Palm Beach,3226,26.9401,-80.0101,DPRC0,DPRC,0,SID SIDE,0,1,2,0,50
NCRMP,SEFCRI,2016,North Palm Beach,3229,26.9126,-80.0323,DPRC0,DPRC,0,SID SIDE,1,0,1,100,0
NCRMP,SEFCRI,2016,North Palm Beach,3229,26.9126,-80.0323,DPRC0,DPRC,0,STE INTE,0,0,1,0,0
NCRMP,SEFCRI,2016,North Palm Beach,3230,26.9115,-80.0247,DPRC0,DPRC,0,AGA AGAR,0,1,1,0,100
NCRMP,SEFCRI,2016,North Palm Beach,3230,26.9115,-80.0247,DPRC0,DPRC,0,MON CAVE,0,0,1,0,0
NCRMP,SEFCRI,2016,North Palm Beach,3230,26.9115,-80.0247,DPRC0,DPRC,0,SID SIDE,0,1,1,0,100
NCRMP,SEFCRI,2016,North Palm Beach,3231,26.9047,-80.0296,DPRC0,DPRC,0,SID RADI,1,2,2,50,100
NCRMP,SEFCRI,2016,North Palm Beach,3240,26.8628,-80.0237,DPRC0,DPRC,0,SID SIDE,0,0,1,0,0
NCRMP,SEFCRI,2016,North Palm Beach,3250,26.7418,-80.0092,DPRC0,DPRC,0,SID SIDE,0,0,2,0,0
NCRMP,SEFCRI,2016,North Palm Beach,3254,26.9143,-80.0115,DPRC1,DPRC,0,AGA AGAR,0,1,4,0,25
NCRMP,SEFCRI,2016,North Palm Beach,3254,26.9143,-80.0115,DPRC1,DPRC,0,AGA LAMA,0,0,1,0,0
NCRMP,SEFCRI,2016,North Palm Beach,3254,26.9143,-80.0115,DPRC1,DPRC,0,DIC STOK,0,0,1,0,0
NCRMP,SEFCRI,2016,North Palm Beach,3254,26.9143,-80.0115,DPRC1,DPRC,0,MAD DECA,0,0,5,0,0
NCRMP,SEFCRI,2016,North Palm Beach,3254,26.9143,-80.0115,DPRC1,DPRC,0,MON CAVE,0,0,3,0,0
NCRMP,SEFCRI,2016,North Palm Beach,3254,26.9143,-80.0115,DPRC1,DPRC,0,POR ASTR,0,0,5,0,0
NCRMP,SEFCRI,2016,North Palm Beach,3254,26.9143,-80.0115,DPRC1,DPRC,0,SID SIDE,1,0,4,25,0
NCRMP,SEFCRI,2016,North Palm Beach,3257,26.8649,-80.0172,DPRC1,DPRC,0,MON CAVE,0,0,1,0,0
NCRMP,SEFCRI,2016,North Palm Beach,3257,26.8649,-80.0172,DPRC1,DPRC,0,POR ASTR,1,0,1,100,0
NCRMP,SEFCRI,2016,North Palm Beach,3257,26.8649,-80.0172,DPRC1,DPRC,0,STE INTE,0,0,1,0,0
NCRMP,SEFCRI,2016,North Palm Beach,3259,26.8328,-80.0172,DPRC1,DPRC,0,MON CAVE,0,0,3,0,0
NCRMP,SEFCRI,2016,North Palm Beach,3259,26.8328,-80.0172,DPRC1,DPRC,0,SID SIDE,1,0,1,100,0
NCRMP,SEFCRI,2016,North Palm Beach,3261,26.7688,-80.0127,DPRC1,DPRC,0,MEA MEAN,1,1,1,100,100
NCRMP,SEFCRI,2016,North Palm Beach,3261,26.7688,-80.0127,DPRC1,DPRC,0,MON CAVE,3,2,3,100,66.7
NCRMP,SEFCRI,2016,North Palm Beach,3261,26.7688,-80.0127,DPRC1,DPRC,0,SID SIDE,2,2,2,100,100
NCRMP,SEFCRI,2016,North Palm Beach,3262,26.7711,-80.0116,DPRC1,DPRC,0,MON CAVE,1,1,5,20,20
NCRMP,SEFCRI,2016,North Palm Beach,3280,26.9928,-80.0154,DPRC0,RGDP,0,SID SIDE,0,0,3,0,0
NCRMP,SEFCRI,2016,North Palm Beach,3280,26.9928,-80.0154,DPRC0,RGDP,0,SOL BOUR,0,0,1,0,0
NCRMP,SEFCRI,2016,North Palm Beach,3624,26.8682,-80.0132,DPRC0,DPRC,0,MON CAVE,0,0,1,0,0
NCRMP,SEFCRI,2016,North Palm Beach,3624,26.8682,-80.0132,DPRC0,DPRC,0,POR ASTR,0,0,3,0,0
NCRMP,SEFCRI,2016,North Palm Beach,3624,26.8682,-80.0132,DPRC0,DPRC,0,SID SIDE,0,0,2,0,0
NCRMP,SEFCRI,2016,North Palm Beach,3624,26.8682,-80.0132,DPRC0,DPRC,0,SOL BOUR,0,0,1,0,0
NCRMP,SEFCRI,2016,North Palm Beach,3635,26.8307,-80.0001,DPRC0,DPRC,0,OCU DIFF,0,0,1,0,0
NCRMP,SEFCRI,2016,North Palm Beach,3635,26.8307,-80.0001,DPRC0,DPRC,0,SID SIDE,1,2,5,20,40
NCRMP,SEFCRI,2016,North Palm Beach,3635,26.8307,-80.0001,DPRC0,DPRC,0,STE INTE,0,0,1,0,0
NCRMP,SEFCRI,2016,South Palm Beach,3185,26.5599,-80.0273,NEAR0,APRD,0,SID RADI,0,1,1,0,100
NCRMP,SEFCRI,2016,South Palm Beach,3185,26.5599,-80.0273,NEAR0,APRD,0,SID SIDE,0,6,6,0,100
NCRMP,SEFCRI,2016,South Palm Beach,3185,26.5599,-80.0273,NEAR0,APRD,0,STE INTE,0,1,1,0,100
NCRMP,SEFCRI,2016,South Palm Beach,3186,26.5592,-80.0285,NEAR0,APRD,0,ORB ANNU,2,3,3,66.7,100
NCRMP,SEFCRI,2016,South Palm Beach,3189,26.6764,-80.0163,OFFR0,RGDP,0,SID SIDE,0,0,3,0,0
NCRMP,SEFCRI,2016,South Palm Beach,3189,26.6764,-80.0163,OFFR0,RGDP,0,STE INTE,1,0,4,25,0
NCRMP,SEFCRI,2016,South Palm Beach,3194,26.4848,-80.0405,OFFR1,LIRO,0,MAD DECA,0,0,1,0,0
NCRMP,SEFCRI,2016,South Palm Beach,3194,26.4848,-80.0405,OFFR1,LIRO,0,MEA DANA,0,0,1,0,0
NCRMP,SEFCRI,2016,South Palm Beach,3194,26.4848,-80.0405,OFFR1,LIRO,0,MON CAVE,0,0,1,0,0
NCRMP,SEFCRI,2016,South Palm Beach,3194,26.4848,-80.0405,OFFR1,LIRO,0,POR ASTR,0,0,1,0,0
NCRMP,SEFCRI,2016,South Palm Beach,3194,26.4848,-80.0405,OFFR1,LIRO,0,SID SIDE,1,0,1,100,0
NCRMP,SEFCRI,2016,South Palm Beach,3194,26.4848,-80.0405,OFFR1,LIRO,0,STE INTE,0,1,3,0,33.3
NCRMP,SEFCRI,2016,South Palm Beach,3195,26.4156,-80.0505,OFFR1,LIRO,0,MEA DANA,0,0,1,0,0
NCRMP,SEFCRI,2016,South Palm Beach,3195,26.4156,-80.0505,OFFR1,LIRO,0,MON CAVE,1,0,2,50,0
NCRMP,SEFCRI,2016,South Palm Beach,3195,26.4156,-80.0505,OFFR1,LIRO,0,POR ASTR,0,0,2,0,0
NCRMP,SEFCRI,2016,South Palm Beach,3195,26.4156,-80.0505,OFFR1,LIRO,0,PSE STRI,1,0,1,100,0
NCRMP,SEFCRI,2016,South Palm Beach,3195,26.4156,-80.0505,OFFR1,LIRO,0,SID SIDE,0,1,2,0,50
NCRMP,SEFCRI,2016,South Palm Beach,3195,26.4156,-80.0505,OFFR1,LIRO,0,SOL BOUR,0,1,2,0,50
NCRMP,SEFCRI,2016,South Palm Beach,3199,26.5862,-80.0245,OFFR1,RGDP,0,MEA MEAN,0,0,1,0,0
NCRMP,SEFCRI,2016,South Palm Beach,3199,26.5862,-80.0245,OFFR1,RGDP,0,SID SIDE,0,0,6,0,0
NCRMP,SEFCRI,2016,South Palm Beach,3199,26.5862,-80.0245,OFFR1,RGDP,0,STE INTE,1,0,1,100,0
NCRMP,SEFCRI,2016,South Palm Beach,3203,26.5088,-80.0338,OFFR1,CPDP,0,AGA HUMI,0,0,1,0,0
NCRMP,SEFCRI,2016,South Palm Beach,3203,26.5088,-80.0338,OFFR1,CPDP,0,MAD DECA,0,0,1,0,0
NCRMP,SEFCRI,2016,South Palm Beach,3203,26.5088,-80.0338,OFFR1,CPDP,0,MON CAVE,4,0,5,80,0
NCRMP,SEFCRI,2016,South Palm Beach,3203,26.5088,-80.0338,OFFR1,CPDP,0,POR ASTR,0,0,5,0,0
NCRMP,SEFCRI,2016,South Palm Beach,3203,26.5088,-80.0338,OFFR1,CPDP,0,SID SIDE,0,0,3,0,0
NCRMP,SEFCRI,2016,South Palm Beach,3206,26.4007,-80.0509,OFFR1,SPGR,0,AGA SPE.,0,2,2,0,100
NCRMP,SEFCRI,2016,South Palm Beach,3206,26.4007,-80.0509,OFFR1,SPGR,0,MEA MEAN,0,0,1,0,0
NCRMP,SEFCRI,2016,South Palm Beach,3206,26.4007,-80.0509,OFFR1,SPGR,0,MON CAVE,1,1,3,33.3,33.3
NCRMP,SEFCRI,2016,South Palm Beach,3206,26.4007,-80.0509,OFFR1,SPGR,0,POR PORI,0,0,1,0,0
NCRMP,SEFCRI,2016,South Palm Beach,3206,26.4007,-80.0509,OFFR1,SPGR,0,SID RADI,0,1,1,0,100
NCRMP,SEFCRI,2016,South Palm Beach,3206,26.4007,-80.0509,OFFR1,SPGR,0,SID SIDE,1,2,2,50,100
NCRMP,SEFCRI,2016,South Palm Beach,3206,26.4007,-80.0509,OFFR1,SPGR,0,SOL BOUR,0,1,1,0,100
NCRMP,SEFCRI,2016,South Palm Beach,3206,26.4007,-80.0509,OFFR1,SPGR,0,STE INTE,0,1,1,0,100
NCRMP,SEFCRI,2016,South Palm Beach,3207,26.5661,-80.0255,OFFR1,RGDP,0,SID SIDE,3,0,9,33.3,0
NCRMP,SEFCRI,2016,South Palm Beach,3210,26.4370,-80.0460,OFFR1,APRD,0,MAD DECA,0,0,1,0,0
NCRMP,SEFCRI,2016,South Palm Beach,3210,26.4370,-80.0460,OFFR1,APRD,0,MON CAVE,0,0,1,0,0
NCRMP,SEFCRI,2016,South Palm Beach,3210,26.4370,-80.0460,OFFR1,APRD,0,SID SIDE,2,0,2,100,0
NCRMP,SEFCRI,2016,South Palm Beach,3210,26.4370,-80.0460,OFFR1,APRD,0,STE INTE,1,2,2,50,100
NCRMP,SEFCRI,2018,Broward-Miami,3053,25.8427,-80.1042,INNR0,LIRI,0,MON CAVE,0,0,3,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3053,25.8427,-80.1042,INNR0,LIRI,0,POR ASTR,0,1,2,0,50
NCRMP,SEFCRI,2018,Broward-Miami,3053,25.8427,-80.1042,INNR0,LIRI,0,SID SIDE,0,0,4,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3059,25.9539,-80.1003,INNR0,LIRI,0,AGA AGAR,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3059,25.9539,-80.1003,INNR0,LIRI,0,DIC STOK,0,0,2,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3059,25.9539,-80.1003,INNR0,LIRI,0,MAD DECA,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3059,25.9539,-80.1003,INNR0,LIRI,0,POR PORI,0,2,5,0,40
NCRMP,SEFCRI,2018,Broward-Miami,3059,25.9539,-80.1003,INNR0,LIRI,0,SID SIDE,0,3,7,0,42.9
NCRMP,SEFCRI,2018,Broward-Miami,3059,25.9539,-80.1003,INNR0,LIRI,0,STE INTE,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3062,25.9767,-80.1000,INNR0,LIRI,0,AGA FRAG,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3062,25.9767,-80.1000,INNR0,LIRI,0,MON CAVE,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3062,25.9767,-80.1000,INNR0,LIRI,0,POR ASTR,0,0,4,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3062,25.9767,-80.1000,INNR0,LIRI,0,SID SIDE,0,2,9,0,22.2
NCRMP,SEFCRI,2018,Broward-Miami,3062,25.9767,-80.1000,INNR0,LIRI,0,STE INTE,0,0,7,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3063,25.8526,-80.0998,INNR1,LIRI,0,SID SIDE,1,3,4,25,75
NCRMP,SEFCRI,2018,Broward-Miami,3063,25.8526,-80.0998,INNR1,LIRI,0,STE INTE,0,1,3,0,33.3
NCRMP,SEFCRI,2018,Broward-Miami,3066,26.0107,-80.1011,INNR1,LIRI,0,POR ASTR,0,1,5,0,20
NCRMP,SEFCRI,2018,Broward-Miami,3066,26.0107,-80.1011,INNR1,LIRI,0,POR PORI,0,0,2,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3066,26.0107,-80.1011,INNR1,LIRI,0,SID SIDE,0,2,2,0,100
NCRMP,SEFCRI,2018,Broward-Miami,3066,26.0107,-80.1011,INNR1,LIRI,0,STE INTE,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3067,25.9571,-80.0999,NEAR1,CPSH,0,AGA AGAR,0,1,1,0,100
NCRMP,SEFCRI,2018,Broward-Miami,3067,25.9571,-80.0999,NEAR1,CPSH,0,AGA FRAG,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3067,25.9571,-80.0999,NEAR1,CPSH,0,MON CAVE,0,2,3,0,66.7
NCRMP,SEFCRI,2018,Broward-Miami,3067,25.9571,-80.0999,NEAR1,CPSH,0,POR ASTR,0,1,3,0,33.3
NCRMP,SEFCRI,2018,Broward-Miami,3067,25.9571,-80.0999,NEAR1,CPSH,0,SID SIDE,0,3,6,0,50
NCRMP,SEFCRI,2018,Broward-Miami,3067,25.9571,-80.0999,NEAR1,CPSH,0,SOL BOUR,1,0,2,50,0
NCRMP,SEFCRI,2018,Broward-Miami,3067,25.9571,-80.0999,NEAR1,CPSH,0,STE INTE,0,4,8,0,50
NCRMP,SEFCRI,2018,Broward-Miami,3077,25.8738,-80.1005,INNR1,LIRI,0,MON CAVE,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3077,25.8738,-80.1005,INNR1,LIRI,0,ORB FAVE,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3077,25.8738,-80.1005,INNR1,LIRI,0,POR ASTR,0,0,4,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3077,25.8738,-80.1005,INNR1,LIRI,0,SID SIDE,0,5,9,0,55.6
NCRMP,SEFCRI,2018,Broward-Miami,3077,25.8738,-80.1005,INNR1,LIRI,0,SOL BOUR,0,1,2,0,50
NCRMP,SEFCRI,2018,Broward-Miami,3077,25.8738,-80.1005,INNR1,LIRI,0,STE INTE,0,0,5,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3079,26.0906,-80.0956,INNR1,LIRI,0,AGA FRAG,0,1,1,0,100
NCRMP,SEFCRI,2018,Broward-Miami,3079,26.0906,-80.0956,INNR1,LIRI,0,MON CAVE,0,0,2,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3079,26.0906,-80.0956,INNR1,LIRI,0,POR ASTR,0,0,2,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3079,26.0906,-80.0956,INNR1,LIRI,0,SID SIDE,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3085,25.9054,-80.0907,MIDR0,LIRM,0,AGA LAMA,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3085,25.9054,-80.0907,MIDR0,LIRM,0,SID SIDE,0,1,3,0,33.3
NCRMP,SEFCRI,2018,Broward-Miami,3085,25.9054,-80.0907,MIDR0,LIRM,0,STE INTE,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3096,26.2103,-80.0783,MIDR0,LIRM,0,COL NATA,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3096,26.2103,-80.0783,MIDR0,LIRM,0,MAN AREO,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3096,26.2103,-80.0783,MIDR0,LIRM,0,MEA MEAN,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3096,26.2103,-80.0783,MIDR0,LIRM,0,POR ASTR,0,0,2,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3096,26.2103,-80.0783,MIDR0,LIRM,0,SID SIDE,0,1,1,0,100
NCRMP,SEFCRI,2018,Broward-Miami,3096,26.2103,-80.0783,MIDR0,LIRM,0,STE INTE,0,1,1,0,100
NCRMP,SEFCRI,2018,Broward-Miami,3097,25.8221,-80.0912,MIDR0,LIRM,0,POR ASTR,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3097,25.8221,-80.0912,MIDR0,LIRM,0,SID SIDE,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3097,25.8221,-80.0912,MIDR0,LIRM,0,STE INTE,0,1,2,0,50
NCRMP,SEFCRI,2018,Broward-Miami,3109,25.8770,-80.0924,MIDR1,LIRM,0,MAD DECA,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3109,25.8770,-80.0924,MIDR1,LIRM,0,MEA MEAN,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3109,25.8770,-80.0924,MIDR1,LIRM,0,MON CAVE,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3109,25.8770,-80.0924,MIDR1,LIRM,0,STE INTE,0,0,6,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3110,25.8716,-80.0925,MIDR1,LIRM,0,AGA FRAG,0,1,1,0,100
NCRMP,SEFCRI,2018,Broward-Miami,3110,25.8716,-80.0925,MIDR1,LIRM,0,MAD DECA,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3110,25.8716,-80.0925,MIDR1,LIRM,0,MON CAVE,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3110,25.8716,-80.0925,MIDR1,LIRM,0,MYC ALIC,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3110,25.8716,-80.0925,MIDR1,LIRM,0,SID SIDE,0,2,3,0,66.7
NCRMP,SEFCRI,2018,Broward-Miami,3110,25.8716,-80.0925,MIDR1,LIRM,0,STE INTE,0,0,9,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3117,25.7994,-80.0926,MIDR1,LIRM,0,DIC STOK,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3117,25.7994,-80.0926,MIDR1,LIRM,0,MEA MEAN,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3117,25.7994,-80.0926,MIDR1,LIRM,0,POR ASTR,0,1,1,0,100
NCRMP,SEFCRI,2018,Broward-Miami,3117,25.7994,-80.0926,MIDR1,LIRM,0,SID SIDE,2,3,4,50,75
NCRMP,SEFCRI,2018,Broward-Miami,3117,25.7994,-80.0926,MIDR1,LIRM,0,STE INTE,0,1,2,0,50
NCRMP,SEFCRI,2018,Broward-Miami,3136,25.8887,-80.1073,NEAR0,RGSH,0,MON CAVE,2,2,3,66.7,66.7
NCRMP,SEFCRI,2018,Broward-Miami,3136,25.8887,-80.1073,NEAR0,RGSH,0,POR ASTR,0,1,4,0,25
NCRMP,SEFCRI,2018,Broward-Miami,3136,25.8887,-80.1073,NEAR0,RGSH,0,SID SIDE,0,1,1,0,100
NCRMP,SEFCRI,2018,Broward-Miami,3136,25.8887,-80.1073,NEAR0,RGSH,0,SOL BOUR,1,1,1,100,100
NCRMP,SEFCRI,2018,Broward-Miami,3136,25.8887,-80.1073,NEAR0,RGSH,0,STE INTE,0,2,2,0,100
NCRMP,SEFCRI,2018,Broward-Miami,3155,26.1650,-80.0935,NEAR1,RGSH,0,AGA AGAR,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3155,26.1650,-80.0935,NEAR1,RGSH,0,MON CAVE,0,1,1,0,100
NCRMP,SEFCRI,2018,Broward-Miami,3155,26.1650,-80.0935,NEAR1,RGSH,0,POR ASTR,0,0,2,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3155,26.1650,-80.0935,NEAR1,RGSH,0,SID SIDE,0,2,3,0,66.7
NCRMP,SEFCRI,2018,Broward-Miami,3155,26.1650,-80.0935,NEAR1,RGSH,0,STE INTE,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3179,26.0436,-80.1061,NEAR1,RGSH,0,POR ASTR,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3179,26.0436,-80.1061,NEAR1,RGSH,0,SID RADI,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3180,26.1718,-80.0887,NEAR1,RGSH,0,MON CAVE,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3180,26.1718,-80.0887,NEAR1,RGSH,0,SID SIDE,0,1,1,0,100
NCRMP,SEFCRI,2018,Broward-Miami,3202,26.0106,-80.0886,OFFR1,CPDP,0,AGA AGAR,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3202,26.0106,-80.0886,OFFR1,CPDP,0,MEA MEAN,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3202,26.0106,-80.0886,OFFR1,CPDP,0,SID SIDE,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3230,26.1266,-80.0805,OFFR1,LIRO,0,MON CAVE,0,0,2,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3230,26.1266,-80.0805,OFFR1,LIRO,0,SID SIDE,0,0,2,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3230,26.1266,-80.0805,OFFR1,LIRO,0,STE INTE,0,0,4,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3231,25.9273,-80.0877,OFFR1,SPGR,0,AGA AGAR,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3231,25.9273,-80.0877,OFFR1,SPGR,0,MAD DECA,0,1,5,0,20
NCRMP,SEFCRI,2018,Broward-Miami,3231,25.9273,-80.0877,OFFR1,SPGR,0,MON CAVE,0,0,2,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3231,25.9273,-80.0877,OFFR1,SPGR,0,POR ASTR,0,2,3,0,66.7
NCRMP,SEFCRI,2018,Broward-Miami,3231,25.9273,-80.0877,OFFR1,SPGR,0,SID SIDE,0,1,2,0,50
NCRMP,SEFCRI,2018,Broward-Miami,3231,25.9273,-80.0877,OFFR1,SPGR,0,STE INTE,1,1,9,11.1,11.1
NCRMP,SEFCRI,2018,Broward-Miami,3240,26.0031,-80.0875,OFFR1,LIRO,0,MAD DECA,0,0,4,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3240,26.0031,-80.0875,OFFR1,LIRO,0,MEA MEAN,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3240,26.0031,-80.0875,OFFR1,LIRO,0,ORB FAVE,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3240,26.0031,-80.0875,OFFR1,LIRO,0,ORB FRAN,1,0,1,100,0
NCRMP,SEFCRI,2018,Broward-Miami,3240,26.0031,-80.0875,OFFR1,LIRO,0,POR ASTR,0,0,2,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3240,26.0031,-80.0875,OFFR1,LIRO,0,STE INTE,0,1,4,0,25
NCRMP,SEFCRI,2018,Broward-Miami,3241,26.2377,-80.0658,OFFR1,SPGR,0,MAD DECA,0,0,4,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3241,26.2377,-80.0658,OFFR1,SPGR,0,MON CAVE,0,0,3,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3241,26.2377,-80.0658,OFFR1,SPGR,0,ORB FRAN,0,0,2,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3241,26.2377,-80.0658,OFFR1,SPGR,0,POR ASTR,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3241,26.2377,-80.0658,OFFR1,SPGR,0,STE INTE,0,0,1,0,0
NCRMP,SEFCRI,2018,Broward-Miami,3242,25.9606,-80.0888,OFFR1,SPGR,0,MAD DECA,0,0,1,0,0
