"REGION","YEAR","STRAT_ANALYSIS","SPECIES_NAME","avCvr","Var","SE","CV_perc","CV","n_sites_present","n_sites","HABITAT_CD","DEPTH_STRAT"
"SEFCRI",2020,"ALL_STRAT","Mycetophyllia aliciae",0,2.45243776544517e-10,1.56602610624637e-05,Inf,Inf,0,98,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2020,"ALL_STRAT","Orbicella faveolata",0.0646332230385284,0.00186834047098062,0.0432243041699993,66.8762938593252,0.668762938593252,3,98,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2020,"ALL_STRAT","Orbicella franksi",0,2.45243776544517e-10,1.56602610624637e-05,Inf,Inf,0,98,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2020,"ALL_STRAT","Porites astreoides",0.0616595896392318,0.000676930346248725,0.0260178851225215,42.1960075873862,0.421960075873862,7,98,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2020,"ALL_STRAT","Porites divaricata",0,2.45243776544517e-10,1.56602610624637e-05,Inf,Inf,0,98,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2020,"ALL_STRAT","Porites porites",0.0220671863608323,0.000243492544767152,0.0156042476514298,70.7124478684162,0.707124478684163,2,98,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2020,"ALL_STRAT","Pseudodiploria strigosa",0,2.45243776544517e-10,1.56602610624637e-05,Inf,Inf,0,98,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2020,"ALL_STRAT","Siderastrea radians",0.187011064197986,0.0288599070526057,0.169882038640363,90.8406352153106,0.908406352153106,4,98,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2020,"ALL_STRAT","Siderastrea siderea",0.092329610549845,0.0012910853893249,0.0359316766840193,38.9167423863673,0.389167423863673,8,98,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2020,"ALL_STRAT","Solenastrea bournoni",0.0333329594526386,0.000596694647533353,0.0244273340242719,73.2828240438106,0.732828240438106,2,98,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2020,"ALL_STRAT","Stephanocoenia intersepta",0.0843860878993513,0.00347234245551355,0.0589265853033548,69.8297394395596,0.698297394395596,4,98,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2022,"ALL_STRAT","Acropora cervicornis",0.0120723200303706,0.000145741058236397,0.0120723261319597,100.000050541976,1.00000050541976,1,113,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2022,"ALL_STRAT","Agaricia agaricites",0,1.47846996086949e-10,1.21592350124072e-05,Inf,Inf,0,113,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2022,"ALL_STRAT","Dichocoenia stokesii",0,1.47846996086949e-10,1.21592350124072e-05,Inf,Inf,0,113,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2022,"ALL_STRAT","Diploria labyrinthiformis",0,1.47846996086949e-10,1.21592350124072e-05,Inf,Inf,0,113,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2022,"ALL_STRAT","Eusmilia fastigiata",0,1.47846996086949e-10,1.21592350124072e-05,Inf,Inf,0,113,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2022,"ALL_STRAT","Madracis auretenra",0,1.47846996086949e-10,1.21592350124072e-05,Inf,Inf,0,113,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2022,"ALL_STRAT","Madracis decactis",0,1.47846996086949e-10,1.21592350124072e-05,Inf,Inf,0,113,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2022,"ALL_STRAT","Meandrina meandrites",0,1.47846996086949e-10,1.21592350124072e-05,Inf,Inf,0,113,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2022,"ALL_STRAT","Montastraea cavernosa",0.19562487740151,0.00629597321299752,0.0793471689034809,40.5608785331658,0.405608785331658,13,113,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2022,"ALL_STRAT","Mycetophyllia aliciae",0.00402913343395601,1.62340603418175e-05,0.00402915131781092,100.000443863555,1.00000443863555,1,113,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2022,"ALL_STRAT","Orbicella faveolata",0.00800535462177497,3.20443951181746e-05,0.00566077690058305,70.7123815000705,0.707123815000705,2,113,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2022,"ALL_STRAT","Orbicella franksi",0.00945170396126596,8.93348547250596e-05,0.00945171173518636,100.000082248877,1.00000082248877,1,113,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2022,"ALL_STRAT","Porites astreoides",0.120070764073588,0.00112524261350369,0.0335446361361051,27.9373887514755,0.279373887514755,17,113,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2022,"ALL_STRAT","Porites divaricata",0.0126261210047874,0.000159419044402364,0.01262612547072,100.000035370583,1.00000035370583,1,113,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2022,"ALL_STRAT","Porites porites",0.0691428222946366,0.00099066240951257,0.031474790063042,45.5214135299819,0.455214135299819,7,113,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2022,"ALL_STRAT","Pseudodiploria strigosa",0,1.47846996086949e-10,1.21592350124072e-05,Inf,Inf,0,113,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2022,"ALL_STRAT","Siderastrea radians",0.0510681745301228,0.000286879142920683,0.016937506986587,33.1664625619157,0.331664625619157,6,113,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2022,"ALL_STRAT","Siderastrea siderea",0.0971971569925548,0.000482555583480208,0.0219671478230609,22.6006073662664,0.226006073662664,19,113,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2022,"ALL_STRAT","Solenastrea bournoni",0.0272642953479698,0.000641724197395223,0.0253322758037098,92.9137374738575,0.929137374738575,2,113,"ALL_HABS","ALL_DEPTHS"
"SEFCRI",2022,"ALL_STRAT","Stephanocoenia intersepta",0.0258470091981831,0.00020438549841775,0.0142963456315854,55.3114115523676,0.553114115523676,5,113,"ALL_HABS","ALL_DEPTHS"
