SURVEY,YEAR,SUB_REGION_NAME,PRIMARY_SAMPLE_UNIT,LAT_DEGREES,LON_DEGREES,STRAT,PROT,avsitemort,MORT_TYPE
DRM,2009,Broward-Miami,1741,26.05869,-80.09128,MIDR1,0,0,Recent
DRM,2009,Broward-Miami,1744,26.20498,-80.07814,MIDR0,0,0,Recent
DRM,2009,Broward-Miami,1746,25.97381,-80.08993,NEAR0,0,0,Recent
DRM,2009,Broward-Miami,1747,26.05686,-80.08729,OFFR1,0,16.5,Recent
DRM,2009,Broward-Miami,1748,25.85681,-80.08883,OFFR1,0,0.2777777777777778,Recent
DRM,2009,Broward-Miami,1750,26.19982,-80.07118,OFFR1,0,1.346749226006192,Recent
DRM,2009,Broward-Miami,1752,26.24653,-80.06569,OFFR1,0,1.6666666666666667,Recent
DRM,2009,Deerfield,1513,26.26669,-80.07078,MIDR1,0,0,Recent
DRM,2009,Deerfield,1514,26.30408,-80.06716,MIDR1,0,3.3333333333333335,Recent
DRM,2009,Lower Keys,1314,24.51409,-81.93048,INPR,0,0,Recent
DRM,2009,Lower Keys,1315,24.55298,-81.68804,INPR,1,0,Recent
DRM,2009,Lower Keys,1316,24.47797,-81.96277,MCPR,0,0.5464216634429402,Recent
DRM,2009,Lower Keys,1319,24.5258,-81.68376,MCPR,0,0.3125942684766214,Recent
DRM,2009,Lower Keys,1320,24.52337,-81.68336,MCPR,0,0.49093183239524685,Recent
DRM,2009,Lower Keys,1321,24.52094,-81.66068,MCPR,0,0,Recent
DRM,2009,Lower Keys,1323,24.52313,-81.64661,MCPR,0,0.05555555555555554,Recent
DRM,2009,Lower Keys,1324,24.52501,-81.63083,MCPR,0,0.10416666666666667,Recent
DRM,2009,Lower Keys,1326,24.55841,-81.50666,MCPR,0,0.19480519480519487,Recent
DRM,2009,Lower Keys,1329,24.47702,-81.87536,OFPR,0,0,Recent
DRM,2009,Lower Keys,1330,24.49712,-81.70834,OFPR,1,0.11904761904761903,Recent
DRM,2009,Lower Keys,1331,24.49579,-81.70174,OFPR,1,0.03218345228654512,Recent
DRM,2009,Lower Keys,1332,24.50009,-81.69347,OFPR,0,0.2654867256637169,Recent
DRM,2009,Lower Keys,1333,24.52121,-81.56386,OFPR,0,0.3278688524590163,Recent
DRM,2009,Lower Keys,1334,24.56317,-81.40041,OFPR,0,0,Recent
DRM,2009,Lower Keys,1335,24.56577,-81.39673,OFPR,0,0,Recent
DRM,2009,Lower Keys,1336,24.46042,-81.8433,HRRF,1,0,Recent
DRM,2009,Lower Keys,1337,24.45894,-81.84563,HRRF,1,0.08333333333333334,Recent
DRM,2009,Lower Keys,1338,24.54496,-81.40732,HRRF,1,0.20833333333333331,Recent
DRM,2009,Lower Keys,1340,24.52093,-81.58506,FMLR,0,0,Recent
DRM,2009,Lower Keys,1343,24.47425,-81.76732,FMLR,0,0,Recent
DRM,2009,Lower Keys,1344,24.48299,-81.73522,FMLR,0,0,Recent
DRM,2009,Lower Keys,1345,24.5083,-81.64528,FMLR,0,0.7142857142857144,Recent
DRM,2009,Lower Keys,1346,24.43484,-81.9301,FMLR,0,0,Recent
DRM,2009,Lower Keys,1347,24.44581,-81.92246,FMLR,0,0,Recent
DRM,2009,Lower Keys,1348,24.45534,-81.8516,FMLR,0,1.5,Recent
DRM,2009,Lower Keys,1349,24.47265,-81.75467,FMLR,0,0,Recent
DRM,2009,Lower Keys,1350,24.47573,-81.73532,FMLR,0,0.5555555555555557,Recent
DRM,2009,Lower Keys,1351,24.54236,-81.42751,FMLR,0,0,Recent
DRM,2009,Lower Keys,1352,24.54521,-81.4169,FMLR,0,0,Recent
DRM,2009,Lower Keys,1353,24.55293,-81.38214,FSLR,0,0,Recent
DRM,2009,Lower Keys,1356,24.45895,-81.84168,FMLR,0,0.5,Recent
DRM,2009,Lower Keys,1357,24.46614,-81.83376,FSLR,0,0,Recent
DRM,2009,Lower Keys,1358,24.46811,-81.8062,FMLR,0,0,Recent
DRM,2009,Lower Keys,1359,24.46646,-81.78841,FMLR,0,0,Recent
DRM,2009,Lower Keys,1550,24.55095,-81.57898,MCPR,0,0.16483516483516475,Recent
DRM,2009,Lower Keys,1553,24.56056,-81.49113,MCPR,0,0,Recent
DRM,2009,Lower Keys,1556,24.48232,-81.88143,OFPR,0,0,Recent
DRM,2009,Lower Keys,1560,24.49556,-81.73193,OFPR,0,0,Recent
DRM,2009,Lower Keys,1561,24.49883,-81.69586,OFPR,1,0,Recent
DRM,2009,Lower Keys,1570,24.45112,-81.92292,FMLR,0,0,Recent
DRM,2009,Lower Keys,1573,24.51544,-81.61066,FMLR,0,0.30195177956372005,Recent
DRM,2009,Lower Keys,1575,24.47384,-81.75885,FMLR,0,0,Recent
DRM,2009,Lower Keys,1577,24.51967,-81.52834,FMLR,0,1.4102564102564108,Recent
DRM,2009,Lower Keys,1578,24.52532,-81.50771,FMLR,0,0,Recent
DRM,2009,Lower Keys,1812,24.59601,-81.39428,MCPR,0,0.2941176470588236,Recent
DRM,2009,Lower Keys,1814,24.59113,-81.37118,MCPR,0,0.11777777777777779,Recent
DRM,2009,Martin,1768,27.13195,-80.13367,NEAR1,0,0,Recent
DRM,2009,Martin,1769,27.11188,-80.12555,NEAR1,0,0,Recent
DRM,2009,Martin,1770,27.10837,-80.12297,NEAR0,0,0,Recent
DRM,2009,Martin,1771,27.10645,-80.12233,NEAR0,0,0,Recent
DRM,2009,Martin,1772,27.1038,-80.12088,NEAR1,0,0,Recent
DRM,2009,Martin,1773,27.12122,-80.12748,NEAR1,0,0,Recent
DRM,2009,Mid-Upper Keys Transition,1383,24.83676,-80.72623,INPR,0,0,Recent
DRM,2009,Mid-Upper Keys Transition,1385,24.8975,-80.618,MCPR,0,0.09259259259259262,Recent
DRM,2009,Mid-Upper Keys Transition,1423,24.89566,-80.54501,FMLR,0,0,Recent
DRM,2009,Mid-Upper Keys Transition,1439,24.90372,-80.52785,FMLR,0,1.1206896551724144,Recent
DRM,2009,Mid-Upper Keys Transition,1656,24.91004,-80.5216,FMLR,0,0,Recent
DRM,2009,Middle Keys,1360,24.68889,-81.04646,INPR,0,0,Recent
DRM,2009,Middle Keys,1361,24.69431,-81.04053,INPR,0,0.3955479452054795,Recent
DRM,2009,Middle Keys,1362,24.63425,-81.24633,MCPR,0,0.1293103448275863,Recent
DRM,2009,Middle Keys,1363,24.62722,-81.23347,MCPR,0,0,Recent
DRM,2009,Middle Keys,1365,24.68506,-80.96447,FSLR,1,0.19230769230769224,Recent
DRM,2009,Middle Keys,1367,24.62516,-81.1129,HRRF,1,0.13888888888888892,Recent
DRM,2009,Middle Keys,1368,24.65999,-81.03064,OFPR,0,0,Recent
DRM,2009,Middle Keys,1369,24.6694,-80.97707,FSLR,0,0,Recent
DRM,2009,Middle Keys,1371,24.58941,-81.25699,FMLR,0,0,Recent
DRM,2009,Middle Keys,1375,24.59515,-81.21257,FMLR,0,0,Recent
DRM,2009,Middle Keys,1376,24.60804,-81.18197,FMLR,0,0,Recent
DRM,2009,Middle Keys,1377,24.61113,-81.16498,FMLR,0,0,Recent
DRM,2009,Middle Keys,1378,24.6383,-81.06423,FMLR,0,1.1363636363636362,Recent
DRM,2009,Middle Keys,1379,24.64192,-81.05237,FMLR,0,0,Recent
DRM,2009,Middle Keys,1380,24.6618,-80.99901,FMLR,0,0,Recent
DRM,2009,Middle Keys,1381,24.60625,-81.16539,FMLR,0,0.7361111111111114,Recent
DRM,2009,Middle Keys,1382,24.62839,-81.09213,FMLR,0,0,Recent
DRM,2009,Middle Keys,1588,24.75007,-80.93395,INPR,0,0,Recent
DRM,2009,Middle Keys,1592,24.70027,-80.90849,OFPR,0,0,Recent
DRM,2009,Middle Keys,1602,24.58755,-81.24001,FMLR,0,0.38461538461538436,Recent
DRM,2009,Middle Keys,1606,24.70123,-80.88957,FMLR,0,0.1470588235294118,Recent
DRM,2009,Middle Keys,1607,24.71482,-80.84441,FMLR,0,0,Recent
DRM,2009,Middle Keys,1815,24.69671,-80.90259,FMLR,0,0,Recent
DRM,2009,Middle Keys,1816,24.71222,-80.94549,MCPR,0,0.11394769613947699,Recent
DRM,2009,South Palm Beach,1530,26.68103,-80.03105,NEAR0,0,0,Recent
DRM,2009,South Palm Beach,1532,26.6846,-80.03125,NEAR0,0,0.8333333333333333,Recent
DRM,2009,South Palm Beach,1537,26.61047,-80.02303,OFFR1,0,0,Recent
DRM,2009,South Palm Beach,1538,26.6255,-80.02247,OFFR1,0,1.1666666666666667,Recent
DRM,2009,South Palm Beach,1757,26.70458,-80.02995,NEAR0,0,0,Recent
DRM,2009,South Palm Beach,1761,26.45597,-80.04612,OFFR0,0,0.15625,Recent
DRM,2009,South Palm Beach,1765,26.65572,-80.02328,OFFR1,0,2.5,Recent
DRM,2009,South Palm Beach,1767,26.69102,-80.01825,OFFR0,0,0,Recent
DRM,2009,South Palm Beach,1827,26.56922,-80.02773,NEAR1,0,0,Recent
DRM,2009,South Palm Beach,1828,26.48652,-80.0398,OFFR0,0,0,Recent
DRM,2009,South Palm Beach,1829,26.52567,-80.03305,OFFR1,0,0,Recent
DRM,2009,South Palm Beach,1830,26.71013,-80.03003,NEAR0,0,0,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1775,24.61077,-82.87237,SPGR_HR,2,0.11904761904761904,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1776,24.60537,-82.87237,SPGR_HR,2,0.6906906906906909,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1777,24.62375,-82.81868,SPGR_HR,2,2.2443181818181817,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1778,24.67377,-82.7911,CONT_LR,2,1.6666666666666667,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1779,24.62877,-82.83272,CONT_LR,2,0,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1780,24.70437,-82.8902,CONT_LR,2,0,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1781,24.60357,-82.87433,SPGR_LR,2,0,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1783,24.70797,-82.78515,SPGR_LR,2,0,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1784,24.60057,-82.98058,CONT_LR,2,0,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1785,24.61077,-82.9655,CONT_MR,2,3.333333333333333,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1786,24.72237,-82.85055,CONT_MR,2,1.0242474916387958,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1787,24.72597,-82.79308,CONT_MR,2,0,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1788,24.72845,-82.80872,CONT_MR,2,0.7238020600089563,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1789,24.62697,-82.93182,ISOL_LR,2,0.2272727272727273,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1790,24.60152,-82.95237,ISOL_LR,2,0,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1792,24.61955,-82.92625,ISOL_MR,2,0.25557170542635665,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1793,24.67017,-82.92785,ISOL_HR,2,0.943462401795735,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1794,24.71157,-82.78912,SPGR_LR,2,1.4583333333333335,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1795,24.68457,-82.88425,CONT_HR,2,0,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1796,24.66657,-82.92785,CONT_HR,2,0.665,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1797,24.72545,-82.81445,CONT_HR,2,0.304054054054054,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1798,24.60772,-82.96038,ISOL_MR,2,0.3571428571428572,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1799,24.71157,-82.88028,CONT_LR,2,0.7142857142857143,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1800,24.60908,-82.87155,SPGR_HR,2,0.20833333333333331,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1801,24.71517,-82.86245,CONT_LR,2,0.3571428571428572,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1802,24.59817,-82.98137,SPGR_LR,2,0,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1803,24.70463,-82.86293,CONT_LR,2,0.6578947368421052,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1804,24.70797,-82.87433,ISOL_LR,2,0.05555555555555554,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1805,24.58737,-82.94767,ISOL_LR,2,0,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1806,24.68013,-82.88498,ISOL_HR,2,0,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1807,24.6692,-82.92762,ISOL_HR,2,1.4449112978524745,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1808,24.67815,-82.92272,CONT_LR,2,1.0714285714285716,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1823,24.64285,-82.93037,SPGR_LR,2,0,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1824,24.61188,-82.94583,ISOL_MR,2,0.5042016806722689,Recent
DRM,2009,Tortugas--Dry Tortugas NP,1825,24.6053,-82.87315,SPGR_HR,2,0.8530961791831356,Recent
DRM,2009,Upper Keys,1387,25.06148,-80.37835,MCPR,0,0,Recent
DRM,2009,Upper Keys,1388,25.117,-80.3414,MCPR,0,0,Recent
DRM,2009,Upper Keys,1389,25.21639,-80.28624,MCPR,0,0,Recent
DRM,2009,Upper Keys,1390,25.22243,-80.28045,MCPR,0,0,Recent
DRM,2009,Upper Keys,1391,25.23798,-80.26824,MCPR,0,0,Recent
DRM,2009,Upper Keys,1393,25.28561,-80.22581,MCPR,0,0,Recent
DRM,2009,Upper Keys,1397,24.97633,-80.44464,OFPR,0,0,Recent
DRM,2009,Upper Keys,1399,25.02044,-80.42588,OFPR,0,0,Recent
DRM,2009,Upper Keys,1402,25.0108,-80.41225,OFPR,0,0,Recent
DRM,2009,Upper Keys,1408,24.98467,-80.41642,HRRF,0,0,Recent
DRM,2009,Upper Keys,1409,24.99077,-80.41254,HRRF,0,0,Recent
DRM,2009,Upper Keys,1410,25.21437,-80.21686,HRRF,1,0,Recent
DRM,2009,Upper Keys,1411,25.21242,-80.21285,HRRF,1,1,Recent
DRM,2009,Upper Keys,1413,24.9992,-80.43983,FSLR,0,0,Recent
DRM,2009,Upper Keys,1416,25.10678,-80.32125,FSLR,0,0,Recent
DRM,2009,Upper Keys,1419,25.23248,-80.22663,OFPR,0,0,Recent
DRM,2009,Upper Keys,1420,25.2481,-80.21858,FSLR,0,0.8333333333333334,Recent
DRM,2009,Upper Keys,1424,25.07583,-80.32277,FMLR,0,0,Recent
DRM,2009,Upper Keys,1425,25.10305,-80.30692,OFPR,0,0,Recent
DRM,2009,Upper Keys,1426,25.09358,-80.30085,FMLR,0,0.35714285714285715,Recent
DRM,2009,Upper Keys,1427,25.22166,-80.21006,HRRF,1,0,Recent
DRM,2009,Upper Keys,1428,25.2668,-80.20261,FMLR,0,0,Recent
DRM,2009,Upper Keys,1429,25.25808,-80.20262,FMLR,0,0,Recent
DRM,2009,Upper Keys,1431,24.98035,-80.41728,FMLR,0,0.625,Recent
DRM,2009,Upper Keys,1432,25.02341,-80.36541,FMLR,0,0,Recent
DRM,2009,Upper Keys,1433,25.09717,-80.29698,FMLR,0,0,Recent
DRM,2009,Upper Keys,1434,25.15332,-80.24874,FMLR,0,0,Recent
DRM,2009,Upper Keys,1435,25.18566,-80.22631,FMLR,0,0,Recent
DRM,2009,Upper Keys,1615,25.07143,-80.3866,MCPR,0,0.8928571428571428,Recent
DRM,2009,Upper Keys,1617,25.05962,-80.37933,MCPR,0,0.1925675675675676,Recent
DRM,2009,Upper Keys,1626,25.01952,-80.42337,OFPR,0,0.17857142857142863,Recent
DRM,2009,Upper Keys,1636,25.0149,-80.36896,HRRF,1,0,Recent
DRM,2009,Upper Keys,1641,25.01849,-80.39978,FSLR,0,0,Recent
DRM,2009,Upper Keys,1653,25.01646,-80.37041,FMLR,1,0,Recent
DRM,2009,Upper Keys,1658,25.00195,-80.39451,FMLR,0,0,Recent
DRM,2009,Upper Keys,1659,25.02709,-80.36068,FMLR,0,1.0166666666666668,Recent
DRM,2009,Upper Keys,1665,25.0684,-80.31773,FMLR,0,0.8125,Recent
DRM,2009,Upper Keys,1774,25.1102,-80.34003,MCPR,0,0,Recent
DRM,2010,Biscayne,2391,25.47505,-80.1522,MCPR,0,0.17647058823529416,Recent
DRM,2010,Biscayne,2394,25.34958,-80.18619,MCPR,1,2.905980066445183,Recent
DRM,2010,Biscayne,2397,25.33044,-80.17175,OFPR,0,4.529980657640232,Recent
DRM,2010,Biscayne,2398,25.33597,-80.17061,MCPR,0,8.68181818181818,Recent
DRM,2010,Biscayne,2399,25.54055,-80.11513,FMLR,0,1.1923076923076923,Recent
DRM,2010,Biscayne,2400,25.6722,-80.0902,FMLR,0,0.1842105263157895,Recent
DRM,2010,Biscayne,2478,25.36132,-80.18851,MCPR,1,0.717741935483871,Recent
DRM,2010,Biscayne,2479,25.46365,-80.16808,INPR,0,16.2421875,Recent
DRM,2010,Biscayne,2672,25.33325,-80.21851,INPR,0,5,Recent
DRM,2010,Biscayne,2673,25.456,-80.17144,INPR,0,0,Recent
DRM,2010,Biscayne,2675,25.30627,-80.20227,OFPR,0,0.01851851851851852,Recent
DRM,2010,Biscayne,2676,25.36758,-80.18596,MCPR,1,0,Recent
DRM,2010,Biscayne,2678,25.37108,-80.16606,MCPR,1,0.9782608695652175,Recent
DRM,2010,Biscayne,2681,25.45407,-80.14957,MCPR,0,0.3260869565217391,Recent
DRM,2010,Biscayne,2682,25.44568,-80.15078,MCPR,1,0.11111111111111109,Recent
DRM,2010,Biscayne,2683,25.38754,-80.15057,MCPR,1,1.2962962962962958,Recent
DRM,2010,Biscayne,2684,25.44862,-80.14564,MCPR,1,0.22916666666666669,Recent
DRM,2010,Biscayne,2686,25.41525,-80.14058,MCPR,1,0,Recent
DRM,2010,Biscayne,2688,25.5172,-80.13719,MCPR,0,0.0862068965517241,Recent
DRM,2010,Biscayne,2689,25.45941,-80.137,MCPR,0,0,Recent
DRM,2010,Biscayne,2690,25.33754,-80.15338,FMLR,0,0,Recent
DRM,2010,Biscayne,2691,25.34694,-80.14992,FMLR,0,0.2272727272727273,Recent
DRM,2010,Biscayne,2692,25.32789,-80.18027,OFPR,0,0.21875,Recent
DRM,2010,Biscayne,2693,25.43326,-80.12383,FSLR,1,0,Recent
DRM,2010,Biscayne,2696,25.55676,-80.10903,FSLR,0,0,Recent
DRM,2010,Biscayne,2697,25.37094,-80.14022,HRRF,1,1.4285714285714284,Recent
DRM,2010,Biscayne,2698,25.40519,-80.13003,HRRF,1,0.2631578947368421,Recent
DRM,2010,Biscayne,2700,25.35758,-80.14803,FMLR,1,0.05681818181818183,Recent
DRM,2010,Biscayne,2702,25.53095,-80.1153,OFPR,0,4.305555555555555,Recent
DRM,2010,Biscayne,2704,25.47997,-80.10805,FMLR,0,0,Recent
DRM,2010,Biscayne,2705,25.66505,-80.09827,FMLR,0,0.8125,Recent
DRM,2010,Biscayne,2706,25.64158,-80.09844,FMLR,0,0.2272727272727273,Recent
DRM,2010,Biscayne,2707,25.56847,-80.09518,FMLR,0,0.16666666666666666,Recent
DRM,2010,Biscayne,2709,25.58738,-80.09487,HRRF,0,2.5,Recent
DRM,2010,Biscayne,2713,25.67588,-80.09818,OFPR,0,0.5,Recent
DRM,2010,Broward-Miami,2003,25.98295,-80.10784,NEAR0,0,2.0384615384615383,Recent
DRM,2010,Broward-Miami,2004,25.9703,-80.10594,NEAR0,0,0.7142857142857142,Recent
DRM,2010,Broward-Miami,2008,26.11653,-80.10083,NEAR0,0,0,Recent
DRM,2010,Broward-Miami,2013,26.14901,-80.09658,NEAR1,0,0,Recent
DRM,2010,Broward-Miami,2019,26.20854,-80.08611,NEAR1,0,0,Recent
DRM,2010,Broward-Miami,2021,26.22116,-80.08041,INNR0,0,0,Recent
DRM,2010,Broward-Miami,2024,25.82217,-80.09908,NEAR0,0,0,Recent
DRM,2010,Broward-Miami,2025,25.79325,-80.09678,INNR0,0,2.2291666666666665,Recent
DRM,2010,Broward-Miami,2028,25.84201,-80.09493,MIDR0,0,0.3333333333333333,Recent
DRM,2010,Broward-Miami,2031,26.22111,-80.076,MIDR0,0,0,Recent
DRM,2010,Broward-Miami,2036,26.07133,-80.09118,MIDR1,0,0,Recent
DRM,2010,Broward-Miami,2038,25.78238,-80.08751,NEAR0,0,0,Recent
DRM,2010,Broward-Miami,2039,26.09115,-80.08503,OFFR0,0,0,Recent
DRM,2010,Broward-Miami,2040,26.08574,-80.08507,OFFR0,0,0.4166666666666667,Recent
DRM,2010,Broward-Miami,2241,26.08944,-80.09904,NEAR0,0,1.9642857142857144,Recent
DRM,2010,Broward-Miami,2260,26.04294,-80.09496,MIDR0,0,0,Recent
DRM,2010,Broward-Miami,2263,26.20487,-80.07813,MIDR1,0,0,Recent
DRM,2010,Broward-Miami,2265,25.97381,-80.08993,NEAR0,0,0.634920634920635,Recent
DRM,2010,Broward-Miami,2269,26.19942,-80.07217,OFFR1,0,0.6666666666666667,Recent
DRM,2010,Broward-Miami,2271,26.24633,-80.06579,OFFR1,0,0,Recent
DRM,2010,Broward-Miami,2716,26.02812,-80.1115,NEAR0,0,1.25,Recent
DRM,2010,Broward-Miami,2717,25.99195,-80.10577,NEAR0,0,0,Recent
DRM,2010,Broward-Miami,2718,26.03888,-80.10142,NEAR0,0,0,Recent
DRM,2010,Broward-Miami,2719,25.98832,-80.1025,INNR1,0,0.2272727272727273,Recent
DRM,2010,Broward-Miami,2720,26.12013,-80.09923,NEAR0,0,0,Recent
DRM,2010,Broward-Miami,2721,26.11482,-80.09915,NEAR0,0,5,Recent
DRM,2010,Broward-Miami,2722,26.0786,-80.09912,INNR0,0,0,Recent
DRM,2010,Broward-Miami,2723,26.03345,-80.09946,INNR0,0,3.357142857142857,Recent
DRM,2010,Broward-Miami,2724,26.01188,-80.11205,NEAR0,0,0,Recent
DRM,2010,Broward-Miami,2725,25.9883,-80.10007,INNR1,0,0,Recent
DRM,2010,Broward-Miami,2726,26.2006,-80.09135,NEAR0,0,0,Recent
DRM,2010,Broward-Miami,2727,26.10383,-80.09293,INNR0,0,2.5,Recent
DRM,2010,Broward-Miami,2728,26.2302,-80.08728,NEAR0,0,0,Recent
DRM,2010,Broward-Miami,2729,26.2484,-80.07789,NEAR0,0,0,Recent
DRM,2010,Broward-Miami,2730,25.84207,-80.10491,INNR0,0,0.17857142857142858,Recent
DRM,2010,Broward-Miami,2731,26.149,-80.09657,NEAR1,0,3.6904761904761907,Recent
DRM,2010,Broward-Miami,2732,26.1472,-80.09658,NEAR1,0,3.333333333333333,Recent
DRM,2010,Broward-Miami,2733,25.7915,-80.0973,NEAR0,0,1,Recent
DRM,2010,Broward-Miami,2734,26.00292,-80.09595,MIDR0,0,0,Recent
DRM,2010,Broward-Miami,2736,26.0713,-80.09157,MIDR1,0,0.5555555555555556,Recent
DRM,2010,Broward-Miami,2740,25.84201,-80.09493,MIDR0,0,1.4166666666666667,Recent
DRM,2010,Broward-Miami,2741,26.15976,-80.08248,MIDR0,0,0,Recent
DRM,2010,Broward-Miami,2742,26.03157,-80.08912,OFFR0,0,1.2272727272727273,Recent
DRM,2010,Broward-Miami,2743,25.99908,-80.08973,OFFR0,0,0.4166666666666667,Recent
DRM,2010,Broward-Miami,2744,25.89615,-80.08853,OFFR1,0,0.45454545454545453,Recent
DRM,2010,Broward-Miami,2747,26.0606,-80.08523,OFFR1,0,0,Recent
DRM,2010,Broward-Miami,2750,26.1579,-80.0765,OFFR1,0,0.1470588235294118,Recent
DRM,2010,Broward-Miami,2899,26.01188,-80.11305,NEAR0,0,0,Recent
DRM,2010,Broward-Miami,2905,26.02627,-80.10552,NEAR0,0,0,Recent
DRM,2010,Broward-Miami,2910,26.08402,-80.09906,INNR0,0,0,Recent
DRM,2010,Broward-Miami,2913,26.15443,-80.09542,NEAR0,0,0.625,Recent
DRM,2010,Broward-Miami,2914,26.0569,-80.09528,MIDR0,0,5,Recent
DRM,2010,Broward-Miami,2916,26.14717,-80.09258,NEAR0,0,0.8333333333333334,Recent
DRM,2010,Broward-Miami,2922,26.08657,-80.09031,MIDR0,0,1,Recent
DRM,2010,Broward-Miami,2923,26.07628,-80.09203,MIDR0,0,1.4285714285714286,Recent
DRM,2010,Broward-Miami,2931,26.17457,-80.07465,OFFR1,0,0,Recent
DRM,2010,Broward-Miami,2955,25.84377,-80.08717,OFFR1,0,0.3571428571428572,Recent
DRM,2010,Broward-Miami,2956,25.83398,-80.08887,OFFR0,0,2,Recent
DRM,2010,Broward-Miami,2957,25.88898,-80.09505,MIDR0,0,0,Recent
DRM,2010,Deerfield,2737,26.26206,-80.07089,MIDR1,0,0,Recent
DRM,2010,Deerfield,2738,26.31689,-80.06535,MIDR1,0,0,Recent
DRM,2010,Deerfield,2739,26.31133,-80.06527,MIDR1,0,0,Recent
DRM,2010,Deerfield,2748,26.31509,-80.06002,OFFR1,0,0,Recent
DRM,2010,Lower Keys,1842,24.52305,-81.64658,MCPR,0,0.0390625,Recent
DRM,2010,Lower Keys,1853,24.56317,-81.40041,OFPR,0,1.4166666666666665,Recent
DRM,2010,Lower Keys,1859,24.52127,-81.58537,FMLR,0,0,Recent
DRM,2010,Lower Keys,2465,24.5615,-81.40788,OFPR,0,2.1875,Recent
DRM,2010,Lower Keys,2466,24.53145,-81.48355,FMLR,0,0,Recent
DRM,2010,Lower Keys,2467,24.51766,-81.54436,FSLR,0,0,Recent
DRM,2010,Lower Keys,2470,24.59592,-81.37162,MCPR,0,27.842130750605335,Recent
DRM,2010,Lower Keys,2471,24.56322,-81.4772,MCPR,0,0.05102040816326535,Recent
DRM,2010,Lower Keys,2472,24.54872,-81.53283,MCPR,0,0,Recent
DRM,2010,Lower Keys,2473,24.54754,-81.58661,MCPR,0,0.09712399811409717,Recent
DRM,2010,Lower Keys,2474,24.55306,-81.68785,INPR,1,0,Recent
DRM,2010,Lower Keys,2475,24.56397,-81.66142,INPR,0,16.23015873015873,Recent
DRM,2010,Lower Keys,2532,24.55238,-81.68785,INPR,1,0,Recent
DRM,2010,Lower Keys,2535,24.47297,-81.9499,MCPR,0,0,Recent
DRM,2010,Lower Keys,2537,24.49975,-81.7348,MCPR,0,0,Recent
DRM,2010,Lower Keys,2539,24.53813,-81.61833,MCPR,0,0,Recent
DRM,2010,Lower Keys,2541,24.56623,-81.46902,MCPR,0,0,Recent
DRM,2010,Lower Keys,2545,24.44893,-81.94965,OFPR,0,0,Recent
DRM,2010,Lower Keys,2547,24.45902,-81.90908,OFPR,0,0,Recent
DRM,2010,Lower Keys,2548,24.4636,-81.90483,OFPR,0,0,Recent
DRM,2010,Lower Keys,2551,24.5645,-81.39547,OFPR,0,0.05102040816326535,Recent
DRM,2010,Lower Keys,2554,24.50102,-81.62487,FSLR,0,0.625,Recent
DRM,2010,Lower Keys,2557,24.45523,-81.85938,HRRF,1,0,Recent
DRM,2010,Lower Keys,2560,24.44768,-81.9165,FMLR,0,0,Recent
DRM,2010,Lower Keys,2561,24.48098,-81.77468,FMLR,0,0,Recent
DRM,2010,Lower Keys,2562,24.472,-81.76477,FSLR,0,0.8333333333333334,Recent
DRM,2010,Lower Keys,2564,24.47067,-81.74885,FMLR,0,1.125,Recent
DRM,2010,Lower Keys,2566,24.46728,-81.74152,FMLR,0,0,Recent
DRM,2010,Lower Keys,2567,24.46977,-81.7294,FMLR,0,0,Recent
DRM,2010,Lower Keys,2568,24.53683,-81.44948,FMLR,0,1.1063380281690136,Recent
DRM,2010,Lower Keys,2569,24.5459,-81.42953,FMLR,0,0,Recent
