"REGION","YEAR","SPECIES_CD","SPECIES_NAME","avMort","Var","SE","CV_perc","n_sites","n_strat","ngrtot","MORT_TYPE"
"SEFCRI",2016,"PSE CLIV","Pseudodiploria clivosa",0,0,0,NA,1,1,6272,"Old"
"SEFCRI",2016,"PSE STRI","Pseudodiploria strigosa",0,0,0,NA,2,1,3951,"Old"
"SEFCRI",2016,"SID RADI","Siderastrea radians",8.21887139548782,16.5787003938905,4.07169502712205,49.5408047065613,27,7,22310,"Old"
"SEFCRI",2016,"SID SIDE","Siderastrea siderea",6.69967985615901,9.66111987998623,3.1082342061026,46.3937721329355,85,10,25343,"Old"
"SEFCRI",2016,"SOL BOUR","Solenastrea bournoni",4.26100987091876,1.41749183843564,1.19058466243927,27.9413730196913,16,6,21072,"Old"
"SEFCRI",2016,"STE INTE","Stephanocoenia intersepta",1.9377193124616,0.44725229029645,0.668769235459026,34.5132151575374,65,10,25343,"Old"
"SEFCRI",2018,"AGA AGAR","Agaricia agaricites",9.96406003159558,1.320872452876,1.14929215296895,11.5343760407364,16,4,6963,"Old"
"SEFCRI",2018,"AGA FRAG","Agaricia fragilis",3.91780821917808,0,0,0,7,6,11242,"Old"
"SEFCRI",2018,"AGA LAMA","Agaricia lamarcki",13.2730219256435,0,0,0,3,2,5245,"Old"
"SEFCRI",2018,"COL NATA","Colpophyllia natans",10,0,0,0,1,1,1294,"Old"
"SEFCRI",2018,"DIC STOK","Dichocoenia stokesii",41.8450387522725,0,0,0,5,4,10451,"Old"
"SEFCRI",2018,"EUS FAST","Eusmilia fastigiata",0,0,0,NA,1,1,866,"Old"
"SEFCRI",2018,"MAD AURE","Madracis auretenra",75,0,0,0,2,1,3951,"Old"
"SEFCRI",2018,"MAD DECA","Madracis decactis",19.2110619876577,15.0853372812046,3.88398471691182,20.2174388870699,40,7,16685,"Old"
"SEFCRI",2018,"MAN AREO","Manicina areolata",0,0,0,NA,1,1,1294,"Old"
"SEFCRI",2018,"MEA MEAN","Meandrina meandrites",0.449722451871974,0.090713031776948,0.301186041802983,66.9715377894284,25,7,16934,"Old"
"SEFCRI",2018,"MON CAVE","Montastraea cavernosa",13.2883070659441,11.9074857863803,3.45072250208277,25.9681123032326,71,10,25343,"Old"
"SEFCRI",2018,"MUS ANGU","Mussa angulosa",0,0,0,NA,2,1,3951,"Old"
"SEFCRI",2018,"MYC ALIC","Mycetophyllia aliciae",0,0,0,NA,3,2,4817,"Old"
"SEFCRI",2018,"MYC SPE.","Mycetophyllia spp",0,0,0,NA,1,1,7618,"Old"
"SEFCRI",2018,"ORB FAVE","Orbicella faveolata",77.377751338489,0,0,0,3,2,5043,"Old"
"SEFCRI",2018,"ORB FRAN","Orbicella franksi",15.5,111.198850064774,10.5450865366186,68.0328163652811,6,1,3951,"Old"
"SEFCRI",2018,"POR ASTR","Porites astreoides",9.27091640783686,9.74418450868733,3.1215676364108,33.6705402043329,57,10,25343,"Old"
"SEFCRI",2018,"POR FURC","Porites furcata",0,0,0,NA,2,1,3951,"Old"
"SEFCRI",2018,"POR PORI","Porites porites",6.86055634807418,9.22738122226044,3.0376604850214,44.2771741955606,7,4,7010,"Old"
"SEFCRI",2018,"SCO CUBE","Scolymia cubensis",0,0,0,NA,1,1,866,"Old"
"SEFCRI",2018,"SID RADI","Siderastrea radians",20.5634209765964,0,0,0,4,3,3461,"Old"
"SEFCRI",2018,"SID SIDE","Siderastrea siderea",12.3677679792767,12.6518561911772,3.55694478326234,28.7597955364486,85,10,25343,"Old"
"SEFCRI",2018,"SOL BOUR","Solenastrea bournoni",35.8956167613332,0,0,0,5,4,9331,"Old"
"SEFCRI",2018,"STE INTE","Stephanocoenia intersepta",9.12894332026501,3.20018449392021,1.78890594887496,19.5959804559617,72,10,25343,"Old"
"SEFCRI",2020,"ACR CERV","Acropora cervicornis",9.19705882352941,28.4726557093426,5.33597748396136,58.0183033113803,5,1,24765,"Old"
"SEFCRI",2020,"AGA AGAR","Agaricia agaricites",2.82766481823783,0.0021668763483765,0.0465497191009409,1.64622478593308,15,10,81150,"Old"
"SEFCRI",2020,"AGA FRAG","Agaricia fragilis",7.5,0,0,0,1,1,709,"Old"
"SEFCRI",2020,"AGA LAMA","Agaricia lamarcki",26.3572584997302,0,0,0,2,2,7412,"Old"
"SEFCRI",2020,"DIC STOK","Dichocoenia stokesii",30.8996007319913,4.27628764424299e-11,6.53933302733772e-06,2.11631635115833e-05,6,4,36066,"Old"
"SEFCRI",2020,"DIP LABY","Diploria labyrinthiformis",0,0,0,NA,1,1,4085,"Old"
"SEFCRI",2020,"EUS FAST","Eusmilia fastigiata",0.800926318167698,0,0,0,4,4,11803,"Old"
"SEFCRI",2020,"MAD DECA","Madracis decactis",29.9401763508931,81.8043594596699,9.0445762454451,30.2088275614827,7,5,22115,"Old"
"SEFCRI",2020,"MAN AREO","Manicina areolata",0,0,0,NA,1,1,2528,"Old"
"SEFCRI",2020,"MEA MEAN","Meandrina meandrites",0,6.21402489880724e-11,7.88290866292845e-06,Inf,13,7,48620,"Old"
"SEFCRI",2020,"MON CAVE","Montastraea cavernosa",18.9691988027197,113.314903557447,10.6449473252547,56.1170107180724,44,11,85827,"Old"
"SEFCRI",2020,"MUS ANGU","Mussa angulosa",0,0,0,NA,1,1,1764,"Old"
"SEFCRI",2020,"MYC FERO","Mycetophyllia ferox",0,5e-09,7.07106781186548e-05,Inf,2,1,8262,"Old"
"SEFCRI",2020,"MYC LAMA","Mycetophyllia lamarckiana",0,5e-09,7.07106781186548e-05,Inf,2,1,8262,"Old"
"SEFCRI",2020,"ORB ANNU","Orbicella annularis",0,0,0,NA,1,1,8262,"Old"
"SEFCRI",2020,"ORB FAVE","Orbicella faveolata",25.1895980689345,196.701473958907,14.025030265882,55.6778644403167,9,6,44535,"Old"
"SEFCRI",2020,"POR ASTR","Porites astreoides",4.69866268233796,1.8898442977408,1.37471607895623,29.2576031074485,49,10,55589,"Old"
"SEFCRI",2020,"POR DIVA","Porites divaricata",11.6666666666667,136.111111111111,11.6666666666667,100,2,1,24765,"Old"
"SEFCRI",2020,"POR PORI","Porites porites",7.30391752639372,11.3981139102911,3.37610928589273,46.2232668111693,24,7,47468,"Old"
"SEFCRI",2020,"PSE CLIV","Pseudodiploria clivosa",0,0,0,NA,1,1,2332,"Old"
"SEFCRI",2020,"PSE STRI","Pseudodiploria strigosa",14.2447273418203,0,0,0,3,3,10526,"Old"
"SEFCRI",2020,"SCO SPE.","Scolymia spp",0,0,0,NA,1,1,8262,"Old"
"SEFCRI",2020,"SID RADI","Siderastrea radians",8.08679619811115,5.69078614430235,2.3855368671019,29.499158982875,36,11,85851,"Old"
"SEFCRI",2020,"SID SIDE","Siderastrea siderea",9.46854736779234,5.64600007578571,2.3761313254502,25.0949932777725,64,12,87434,"Old"
"SEFCRI",2020,"SOL BOUR","Solenastrea bournoni",8.85363251183558,69.5693653473614,8.34082521980658,94.2079446900075,5,3,32177,"Old"
"SEFCRI",2020,"STE INTE","Stephanocoenia intersepta",10.4893461945832,6.96445054955347,2.63902454508356,25.1590947245728,55,11,85827,"Old"
"SEFCRI",2022,"ACR CERV","Acropora cervicornis",54.3639530469899,815.707180505778,28.5605878879581,52.5358924198752,3,2,27097,"Old"
"SEFCRI",2022,"AGA AGAR","Agaricia agaricites",5.90536548174974,34.8733414730457,5.90536548175011,100.000000000006,12,5,41972,"Old"
"SEFCRI",2022,"AGA FRAG","Agaricia fragilis",5,25,5,100,2,1,8262,"Old"
"SEFCRI",2022,"AGA SPE.","Agaricia spp",0,0,0,NA,1,1,2332,"Old"
"SEFCRI",2022,"COL NATA","Colpophyllia natans",21.783884489986,0,0,0,2,2,6441,"Old"
"SEFCRI",2022,"DIC STOK","Dichocoenia stokesii",0,2.10672670211629e-09,4.58990926066768e-05,Inf,8,2,27097,"Old"
"SEFCRI",2022,"DIP LABY","Diploria labyrinthiformis",0,0,0,NA,2,2,26529,"Old"
