"REGION","YEAR","ANALYSIS_STRATUM","STRAT","PROT","n","avmort","Var","SE","CV_perc","MORT_TYPE"
"SEFCRI",2022,"MIDR1 / PROT = 0","MIDR1","0",10,3.19642857142857,4.10604450113379,2.02633770658639,63.3938053457194,"Recent"
"SEFCRI",2022,"NEAR0 / PROT = 0","NEAR0","0",20,0.152478734715577,0.00588428145475856,0.0767090702248343,50.3080448351844,"Recent"
"SEFCRI",2022,"NEAR1 / PROT = 0","NEAR1","0",1,1.25,NA,NA,NA,"Recent"
"SEFCRI",2022,"OFFR0 / PROT = 0","OFFR0","0",4,0,2.5e-09,5e-05,Inf,"Recent"
"SEFCRI",2022,"OFFR1 / PROT = 0","OFFR1","0",23,0.130952380952381,0.00458500264400886,0.0677126475926681,51.7078399798556,"Recent"
"SEFCRI",2022,"PTDP0 / PROT = 0","PTDP0","0",2,0,5e-09,7.07106781186548e-05,Inf,"Recent"
"SEFCRI",2022,"PTDP1 / PROT = 0","PTDP1","0",9,0.0694444444444445,0.00482253086419753,0.0694444444444444,100,"Recent"
"SEFCRI",2022,"PTSH2 / PROT = 0","PTSH2","0",3,17.2222222222222,296.604938271605,17.2222222222222,100,"Recent"
"SEFCRI",2020,"DPRC1 / PROT = 0","DPRC1","0",0,NA,NA,NA,NA,"Recent"
"SEFCRI",2022,"DPRC1 / PROT = 0","DPRC1","0",0,NA,NA,NA,NA,"Recent"
