"REGION","YEAR","SPECIES_CD","SPECIES_NAME","avMort","Var","SE","CV_perc","n_sites","n_strat","ngrtot","MORT_TYPE"
"SEFCRI",2020,"AGA AGAR","Agaricia agaricites",0.0130047237625796,7.55364058986228e-11,8.69116827006719e-06,0.0668308564544491,15,10,81150,"Recent"
"SEFCRI",2020,"AGA FRAG","Agaricia fragilis",0,0,0,NA,1,1,709,"Recent"
"SEFCRI",2020,"AGA LAMA","Agaricia lamarcki",4.94198596869941,0,0,0,2,2,7412,"Recent"
"SEFCRI",2020,"DIC STOK","Dichocoenia stokesii",0,4.27628764424299e-11,6.53933302733772e-06,Inf,6,4,36066,"Recent"
"SEFCRI",2020,"DIP LABY","Diploria labyrinthiformis",0,0,0,NA,1,1,4085,"Recent"
"SEFCRI",2020,"EUS FAST","Eusmilia fastigiata",0,0,0,NA,4,4,11803,"Recent"
"SEFCRI",2020,"MAD DECA","Madracis decactis",0,4.65238063277743e-10,2.15693779066004e-05,Inf,7,5,22115,"Recent"
"SEFCRI",2020,"MAN AREO","Manicina areolata",0,0,0,NA,1,1,2528,"Recent"
"SEFCRI",2020,"MEA MEAN","Meandrina meandrites",0,6.21402489880724e-11,7.88290866292845e-06,Inf,13,7,48620,"Recent"
"SEFCRI",2020,"MON CAVE","Montastraea cavernosa",0.0758252065200928,0.00520365951595328,0.0721363952242783,95.135112101756,44,11,85827,"Recent"
"SEFCRI",2020,"MUS ANGU","Mussa angulosa",0,0,0,NA,1,1,1764,"Recent"
"SEFCRI",2020,"MYC FERO","Mycetophyllia ferox",0,5e-09,7.07106781186548e-05,Inf,2,1,8262,"Recent"
"SEFCRI",2020,"MYC LAMA","Mycetophyllia lamarckiana",0,5e-09,7.07106781186548e-05,Inf,2,1,8262,"Recent"
"SEFCRI",2020,"ORB ANNU","Orbicella annularis",0,0,0,NA,1,1,8262,"Recent"
"SEFCRI",2020,"ORB FAVE","Orbicella faveolata",0,1.73431574141079e-09,4.16451166574281e-05,Inf,9,6,44535,"Recent"
"SEFCRI",2020,"POR ASTR","Porites astreoides",0.189622832509375,0.00860091794369448,0.092741134043608,48.9082104809414,49,10,55589,"Recent"
"SEFCRI",2020,"POR DIVA","Porites divaricata",1.25,1.5625,1.25,100,2,1,24765,"Recent"
"SEFCRI",2020,"POR PORI","Porites porites",0.862424610865666,0.565546482804865,0.752028246015311,87.1993025872089,24,7,47468,"Recent"
"SEFCRI",2020,"PSE CLIV","Pseudodiploria clivosa",0,0,0,NA,1,1,2332,"Recent"
"SEFCRI",2020,"PSE STRI","Pseudodiploria strigosa",0,0,0,NA,3,3,10526,"Recent"
"SEFCRI",2020,"SCO SPE.","Scolymia spp",0,0,0,NA,1,1,8262,"Recent"
"SEFCRI",2020,"SID RADI","Siderastrea radians",0.440268604908504,0.193836444601525,0.440268605060053,100.000000034422,36,11,85851,"Recent"
"SEFCRI",2020,"SID SIDE","Siderastrea siderea",0.28394274538509,0.0454550006070772,0.213201783780242,75.0861880591781,64,12,87434,"Recent"
"SEFCRI",2020,"SOL BOUR","Solenastrea bournoni",0.64137427354943,0.21390769856095,0.462501566009187,72.1110255092798,5,3,32177,"Recent"
"SEFCRI",2020,"STE INTE","Stephanocoenia intersepta",0.369011918131076,0.0278026403593072,0.166741237728725,45.1858678638929,55,11,85827,"Recent"
"SEFCRI",2022,"ACR CERV","Acropora cervicornis",0.0122944553693345,4.17642076418958e-09,6.46252331847985e-05,0.525645351855034,3,2,27097,"Recent"
"SEFCRI",2022,"AGA AGAR","Agaricia agaricites",0,1.98150797479602e-10,1.40766046147358e-05,Inf,12,5,41972,"Recent"
"SEFCRI",2022,"AGA FRAG","Agaricia fragilis",0,5e-09,7.07106781186548e-05,Inf,2,1,8262,"Recent"
"SEFCRI",2022,"AGA SPE.","Agaricia spp",0,0,0,NA,1,1,2332,"Recent"
"SEFCRI",2022,"COL NATA","Colpophyllia natans",0,0,0,NA,2,2,6441,"Recent"
"SEFCRI",2022,"DIC STOK","Dichocoenia stokesii",1.14242351551832,1.30513148882776,1.14242351552643,100.000000000709,8,2,27097,"Recent"
"SEFCRI",2022,"DIP LABY","Diploria labyrinthiformis",0,0,0,NA,2,2,26529,"Recent"
"SEFCRI",2022,"EUS FAST","Eusmilia fastigiata",0,5.93197515099694e-11,7.7019316739354e-06,Inf,9,5,21919,"Recent"
"SEFCRI",2022,"HEL CUCU","Helioceris cucullata",0,0,0,NA,1,1,8262,"Recent"
"SEFCRI",2022,"MAD DECA","Madracis decactis",0,6.79754487065707e-10,2.60721017002026e-05,Inf,12,4,14886,"Recent"
"SEFCRI",2022,"MEA JACK","Meandrina jacksoni",0,0,0,NA,1,1,24765,"Recent"
"SEFCRI",2022,"MEA MEAN","Meandrina meandrites",0,4.70243805197452e-10,2.16851056072469e-05,Inf,20,6,26768,"Recent"
"SEFCRI",2022,"MON CAVE","Montastraea cavernosa",0,8.36794825035259e-10,2.89274061235234e-05,Inf,49,10,84244,"Recent"
"SEFCRI",2022,"MYC ALIC","Mycetophyllia aliciae",0,4.94745591706633e-10,2.22428773252615e-05,Inf,10,4,17231,"Recent"
"SEFCRI",2022,"MYC FERO","Mycetophyllia ferox",0,0,0,NA,1,1,8262,"Recent"
"SEFCRI",2022,"ORB FAVE","Orbicella faveolata",0,0,0,NA,3,3,13122,"Recent"
"SEFCRI",2022,"ORB FRAN","Orbicella franksi",0,0,0,NA,1,1,2528,"Recent"
"SEFCRI",2022,"POR ASTR","Porites astreoides",0.329332532503817,0.031297970915508,0.176912325504777,53.7184480864264,49,9,50705,"Recent"
"SEFCRI",2022,"POR DIVA","Porites divaricata",0.142857142857143,0.0204081632653061,0.142857142857143,100,5,1,24765,"Recent"
"SEFCRI",2022,"POR PORI","Porites porites",0.433285033764558,0.045262298390716,0.212749379295724,49.101483484733,18,5,38241,"Recent"
"SEFCRI",2022,"POR SPE.","Porites spp",0,0,0,NA,1,1,8262,"Recent"
"SEFCRI",2022,"PSE STRI","Pseudodiploria strigosa",0,3.33333333333333e-09,5.77350269189626e-05,Inf,3,1,2332,"Recent"
"SEFCRI",2022,"SID RADI","Siderastrea radians",0.34321126030301,0.0617661962967027,0.248528059374998,72.4125598780125,45,12,87434,"Recent"
"SEFCRI",2022,"SID SIDE","Siderastrea siderea",0.00959738278172755,2.962550986458e-05,0.00544293210177933,56.7126707933556,66,12,87434,"Recent"
"SEFCRI",2022,"SOL BOUR","Solenastrea bournoni",0.468144421024002,0.219159199732847,0.46814442187518,100.00000018182,11,5,44121,"Recent"
"SEFCRI",2022,"STE INTE","Stephanocoenia intersepta",2.58926992180351,0.00889710020958106,0.0943244412100123,3.64289718950244,48,9,80234,"Recent"
