"REGION","YEAR","avSimp","avInvSimp","avShan","Var_Simp","Var_InvSimp","Var_Shan","SE_Simp","SE_InvSimp","SE_Shan","n_sites","n_strat","ngrtot"
"SEFCRI",2014,0.747093877606429,4.55708421287973,1.56279642175347,0.000174556750367261,0.817539929295331,0.0617684645992337,0.0132119926720862,0.90417914668241,0.248532622806813,49,2,2160
"SEFCRI",2016,0.610149166031005,3.03056481789814,1.11868870437092,0.000212506598033692,0.16130526273258,0.0189011692238696,0.0145776060460451,0.401628264359693,0.13748152320901,93,10,25343
"SEFCRI",2018,0.686175266981697,3.52322128086831,1.32679197322649,0.000157460727278423,0.12572658968496,0.0147335401377158,0.0125483356377817,0.35457945468535,0.121381794918825,70,10,25343
"SEFCRI",2020,0.642976892904589,3.3296388942011,1.2138018902867,0.000407053707378532,0.237869758346309,0.0271636170312107,0.0201755720458809,0.487718933758276,0.164813886038801,90,13,89155
"SEFCRI",2022,0.622652586099111,3.07179129707442,1.1327253175703,0.000395734691387982,0.20231298771153,0.0261906674149021,0.0198930814955346,0.449792160571447,0.161835309543073,100,13,89155
